日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
"2016/3/29",外資及陸資,164712,93411,174008,96279,-9296,-2868,181814,107595,163842,30088,17972,77507
"2016/3/30",自營商,454605,58584,391094,55950,63511,2634,253241,24232,245182,33344,8059,-9112
"2016/3/30",投信,1469,1299,1077,1365,392,-66,9317,5501,27906,41916,-18589,-36415
"2016/3/30",外資及陸資,150635,94573,132098,75884,18537,18689,194160,123573,153495,25249,40665,98324
"2016/3/31",自營商,339486,52180,356685,53274,-17199,-1094,276891,23965,285811,34010,-8920,-10044
"2016/3/31",投信,759,899,2506,3379,-1747,-2480,9028,4958,29238,43752,-20210,-38794
"2016/3/31",外資及陸資,166028,100294,183032,110431,-17004,-10137,194345,114850,170242,26695,24103,88155
"2016/4/1",自營商,330974,53764,351101,52383,-20127,1381,272720,25029,301728,33580,-29008,-8551
"2016/4/1",投信,916,1159,1424,1805,-508,-646,9004,4828,29536,43874,-20532,-39047
"2016/4/1",外資及陸資,160725,100087,174836,104780,-14111,-4693,192089,111687,182453,28780,9636,82907
"2016/4/6",自營商,417188,60782,451390,62290,-34202,-1508,240121,23603,287114,33612,-46993,-10009
"2016/4/6",投信,898,1162,2245,2575,-1347,-1413,8800,4409,30109,44086,-21309,-39677
"2016/4/6",外資及陸資,184583,97462,208134,111758,-23551,-14296,195632,105151,194273,37806,1359,67346
"2016/4/7",自營商,326483,47552,330095,48872,-3612,-1320,266392,23579,316977,34808,-50585,-11228
"2016/4/7",投信,1512,2077,673,735,839,1342,8814,4414,29284,42663,-20470,-38249
"2016/4/7",外資及陸資,152466,96330,153723,88972,-1257,7358,206093,109841,205748,35168,345,74673
"2016/4/8",自營商,340209,42522,335543,39576,4666,2946,295350,25635,341736,34128,-46386,-8493
"2016/4/8",投信,1374,1130,633,753,741,377,8903,4586,28920,42671,-20017,-38085
"2016/4/8",外資及陸資,145726,87799,145629,81628,97,6171,214854,114089,213721,32710,1133,81379
"2016/4/11",自營商,318193,39219,288783,39477,29410,-258,328250,26224,345989,35281,-17739,-9057
"2016/4/11",投信,1873,1076,1490,928,383,148,8934,4497,28700,42565,-19766,-38068
"2016/4/11",外資及陸資,144884,84853,139021,79935,5863,4918,222139,119394,214942,32819,7197,86576
"2016/4/12",自營商,371961,48603,364824,47563,7137,1040,347031,27248,358172,35282,-11141,-8034
"2016/4/12",投信,1156,738,1548,1337,-392,-599,8881,4395,29039,42982,-20158,-38587
"2016/4/12",外資及陸資,164035,95243,158236,94526,5799,717,231472,120443,217635,33103,13837,87340
"2016/4/13",自營商,451010,67611,401140,61979,49870,5632,286045,32737,296580,35429,-10535,-2692
"2016/4/13",投信,3354,3854,3810,4933,-456,-1079,8766,4266,29512,44567,-20746,-40301
"2016/4/13",外資及陸資,157174,94860,150789,89244,6385,5616,240597,128452,216319,33770,24278,94681
"2016/4/14",自營商,281622,45788,297048,42040,-15426,3748,312503,38404,338186,37302,-25683,1102
"2016/4/14",投信,3103,4217,3560,4791,-457,-574,8736,4222,29900,45212,-21164,-40990
"2016/4/14",外資及陸資,122717,70251,138850,78933,-16133,-8682,240691,124970,232014,38367,8677,86603
"2016/4/15",自營商,315173,47479,294479,47595,20694,-116,335129,41085,340805,40153,-5676,932
"2016/4/15",投信,3886,5488,3628,5789,258,-301,8808,4365,30071,45932,-21263,-41567
"2016/4/15",外資及陸資,129763,97524,132252,92360,-2489,5164,248371,130331,241436,37724,6935,92608
"2016/4/18",自營商,249507,39435,258503,37714,-8996,1721,345046,37375,359523,34618,-14477,2757
"2016/4/18",投信,12843,18813,12704,18529,139,284,9076,4767,30281,45690,-21205,-40924
"2016/4/18",外資及陸資,118993,92570,126251,104679,-7258,-12109,253827,124325,254455,44863,-628,79462
"2016/4/19",自營商,431769,78302,441307,79003,-9538,-701,348870,37357,373601,35063,-24731,2294
"2016/4/19",投信,14839,17930,15606,18818,-767,-888,10072,4779,32095,46480,-22023,-41701
"2016/4/19",外資及陸資,191249,147686,196725,151671,-5476,-3985,259404,130182,265407,54700,-6003,75482
"2016/4/20",自營商,597363,81042,611685,91117,-14322,-10075,166611,17004,173055,25405,-6444,-8401
"2016/4/20",投信,2242,2696,3575,4640,-1333,-1944,9147,4531,32103,46826,-22956,-42295
"2016/4/20",外資及陸資,204798,117332,205379,117794,-581,-462,182016,108485,112604,36047,69412,72438
"2016/4/21",自營商,248956,31292,237573,31953,11383,-661,208008,19840,205028,29051,2980,-9211
"2016/4/21",投信,754,1010,415,661,339,349,9252,4716,31929,47110,-22677,-42393
"2016/4/21",外資及陸資,126842,85006,121459,68290,5383,16716,195070,121331,117855,30875,77215,90456
"2016/4/22",自營商,269747,44287,290128,44274,-20381,13,218608,21154,236002,30260,-17394,-9106
"2016/4/22",投信,1357,994,376,446,981,548,10009,5111,31711,46804,-21702,-41693
"2016/4/22",外資及陸資,150612,95643,148319,93459,2293,2184,201913,122255,122504,30015,79409,92240
"2016/4/25",自營商,213806,30966,186998,32481,26808,-1515,261777,23206,253049,33802,8728,-10596
"2016/4/25",投信,393,519,154,182,239,337,10125,5258,31585,46754,-21460,-41496
"2016/4/25",外資及陸資,105248,67605,103044,62092,2204,5513,209556,124906,127043,26840,82513,98066
"2016/4/26",自營商,321297,47558,313188,50352,8109,-2794,292113,24294,274984,37892,17129,-13598
"2016/4/26",投信,1321,1384,881,893,440,491,10330,5251,31398,46464,-21068,-41213
"2016/4/26",外資及陸資,144569,87348,144569,84218,0,3130,214982,127042,132590,25345,82392,101697
"2016/4/27",自營商,318464,40458,330393,37331,-11929,3127,220985,22358,221608,32880,-623,-10522
"2016/4/27",投信,242,308,464,599,-222,-291,10301,5193,31585,46651,-21284,-41458
"2016/4/27",外資及陸資,124484,73179,126506,74678,-2022,-1499,217351,125815,128905,25722,88446,100093
"2016/4/28",自營商,361490,58205,402706,55440,-41216,2765,223649,21523,265415,29080,-41766,-7557
"2016/4/28",投信,1257,1781,2553,3011,-1296,-1230,10222,4979,32313,46961,-22091,-41982
"2016/4/28",外資及陸資,190971,118782,229987,147384,-39016,-28602,212955,119422,162866,49228,50089,70194
"2016/4/29",自營商,342217,44686,369517,42150,-27300,2536,237766,24135,306748,28844,-68982,-4709
"2016/4/29",投信,729,880,1440,1887,-711,-1007,10075,4520,32745,46986,-22670,-42466
"2016/4/29",外資及陸資,145895,84410,153496,87505,-7601,-3095,221855,121513,178637,54999,43218,66514
"2016/5/3",自營商,300943,43076,338041,41752,-37098,1324,237756,25993,344100,29277,-106344,-3283
"2016/5/3",投信,587,742,960,1240,-373,-498,10091,4531,33029,47234,-22938,-42703
"2016/5/3",外資及陸資,145330,75522,157891,80747,-12561,-5225,223478,115007,192536,54080,30942,60926
"2016/5/4",自營商,507023,63081,525445,62122,-18422,959,226781,27182,293560,29353,-66779,-2171
"2016/5/4",投信,1651,1817,2156,2300,-505,-483,10087,4488,33377,47257,-23290,-42770
"2016/5/4",外資及陸資,193865,97752,202620,101773,-8755,-4021,227047,109625,190516,53535,36531,56090
"2016/5/5",自營商,304552,44885,324159,41505,-19607,3380,250105,30001,336619,28763,-86514,1238
"2016/5/5",投信,1967,2805,834,855,1133,1950,10619,5287,32761,45924,-22142,-40636
"2016/5/5",外資及陸資,144626,76480,155944,87880,-11318,-11400,225285,103367,200281,59292,25004,44075
"2016/5/6",自營商,294964,40059,291008,42833,3956,-2774,272428,28375,355008,29827,-82580,-1453
"2016/5/6",投信,1689,2314,1003,982,686,1332,10945,5760,32389,44875,-21444,-39115
"2016/5/6",外資及陸資,147557,75678,145920,72133,1637,3545,230411,103011,203856,55649,26555,47362
"2016/5/9",自營商,250711,38929,262304,38199,-11593,730,274957,28985,369448,29852,-94491,-866
"2016/5/9",投信,2589,2347,2077,1217,512,1130,11358,6085,32260,44131,-20902,-38046
"2016/5/9",外資及陸資,151827,80173,151737,77734,90,2439,233325,103025,206840,53165,26485,49860
"2016/5/10",自營商,354005,49634,347503,49833,6502,-199,291442,29754,380000,30821,-88558,-1068
"2016/5/10",投信,4235,4425,3430,2970,805,1455,11454,6275,31573,43036,-20119,-36761
"2016/5/10",外資及陸資,176886,91077,175666,92686,1220,-1609,238372,99887,210654,51638,27718,48250
"2016/5/11",自營商,404380,53220,428476,49354,-24096,3866,230856,31306,330304,28695,-99448,2611
"2016/5/11",投信,6332,5472,4903,3111,1429,2361,11696,6648,30398,40922,-18702,-34274
"2016/5/11",外資及陸資,181996,92680,191143,100728,-9147,-8048,240858,96690,218959,56431,21899,40259
"2016/5/12",自營商,288779,39991,266375,46217,22404,-6226,261139,27080,338940,30553,-77801,-3473
"2016/5/12",投信,4753,7459,4011,6302,742,1157,11716,6649,29691,39588,-17975,-32939
"2016/5/12",外資及陸資,174311,89034,168547,86050,5764,2984,257918,99327,230038,56266,27880,43061
"2016/5/13",自營商,389430,57699,391579,59209,-2149,-1510,281548,25435,362642,30331,-81094,-4896
"2016/5/13",投信,6372,9609,6141,9128,231,481,11865,6840,29528,39052,-17663,-32211
"2016/5/13",外資及陸資,205068,119962,206689,113574,-1621,6388,269391,108820,243002,59625,26389,49195
"2016/5/16",自營商,274215,45009,256562,46070,17653,-1061,307690,25035,370287,30933,-62597,-5898
"2016/5/16",投信,10693,14443,9401,12456,1292,1987,12117,7018,28569,37422,-16452,-30404
"2016/5/16",外資及陸資,184822,122516,173555,117408,11267,5108,279597,114067,242031,59716,37566,54352
"2016/5/17",自營商,373922,65056,377054,62714,-3132,2342,319002,27265,384163,30867,-65161,-3602
"2016/5/17",投信,11235,12755,10179,11129,1056,1626,12206,7130,27692,36209,-15486,-29078
"2016/5/17",外資及陸資,205848,150263,208288,154500,-2440,-4237,287343,118792,252172,68164,35171,50628
"2016/5/18",自營商,423212,61474,424365,57823,-1153,3651,162916,15438,156109,18486,6807,-3047
"2016/5/18",投信,3138,3452,2320,2533,818,919,11622,7050,26725,35342,-15103,-28292
"2016/5/18",外資及陸資,174531,97236,171330,99328,3201,-2092,210523,95252,135228,41611,75295,53640
"2016/5/19",自營商,264565,40127,269380,39483,-4815,644,209669,17445,208505,19798,1164,-2353
"2016/5/19",投信,741,829,1088,928,-347,-99,11758,7188,27070,35315,-15312,-28127
"2016/5/19",外資及陸資,153329,82710,171466,87735,-18137,-5025,221789,96843,164305,48710,57484,48133
"2016/5/20",自營商,360976,44826,336561,45271,24415,-445,266136,20718,240810,23562,25326,-2844
"2016/5/20",投信,975,1047,603,822,372,225,11766,7264,26808,35413,-15042,-28149
"2016/5/20",外資及陸資,211615,112210,192813,97594,18802,14616,240725,105159,163862,41982,76863,63176
"2016/5/23",自營商,560653,69383,557434,65523,3219,3860,291662,25288,263004,24045,28658,1243
"2016/5/23",投信,4552,5049,2185,2361,2367,2688,11928,7744,25128,34036,-13200,-26292
"2016/5/23",外資及陸資,269864,131357,253042,129566,16822,1791,262489,108051,168805,41215,93684,66836
"2016/5/24",自營商,262306,28958,272091,30586,-9785,-1628,301538,22674,282638,23227,18900,-552
"2016/5/24",投信,540,805,472,423,68,382,12046,7913,25124,33635,-13078,-25722
"2016/5/24",外資及陸資,107869,59649,126862,72227,-18993,-12578,248778,95725,174087,42237,74691,53489
"2016/5/25",自營商,396625,47021,365797,46734,30828,287,227452,23108,212544,23476,14908,-368
"2016/5/25",投信,1300,1749,699,871,601,878,12086,8106,24635,33266,-12549,-25160
"2016/5/25",外資及陸資,167635,85863,161750,77141,5885,8722,241618,100729,164266,37747,77352,62983
"2016/5/26",自營商,170193,21851,169370,23287,823,-1436,248283,23376,233094,25293,15189,-1917
"2016/5/26",投信,911,886,754,609,157,277,12471,8414,24869,33296,-12398,-24881
"2016/5/26",外資及陸資,94428,59789,104577,58078,-10149,1711,239754,99853,172272,35101,67482,64752
"2016/5/27",自營商,249108,30568,234704,31733,14404,-1165,279385,25424,249721,28458,29664,-3034
"2016/5/27",投信,852,1074,533,604,319,470,12643,8660,24731,33311,-12088,-24651
"2016/5/27",外資及陸資,122363,70017,118921,63329,3442,6688,253111,108930,181756,36479,71355,72451
"2016/5/30",自營商,325733,37580,324737,34604,996,2976,303473,28997,272442,29018,31031,-21
"2016/5/30",投信,954,1100,891,908,63,192,12682,8719,24686,33322,-12004,-24603
"2016/5/30",外資及陸資,158218,79343,160853,81558,-2635,-2215,260505,110699,191471,39839,69034,70860
"2016/5/31",自營商,336728,40356,343695,41063,-6967,-707,316171,29346,291905,30127,24266,-781
"2016/5/31",投信,586,607,1292,1815,-706,-1208,12675,8641,25382,34441,-12707,-25799
"2016/5/31",外資及陸資,157636,81759,155997,81088,1639,671,264614,112200,193858,40664,70756,71536
"2016/6/1",自營商,430423,43063,397857,43130,32566,-67,271730,31383,256022,32184,15708,-801
"2016/6/1",投信,1825,1074,2562,3033,-737,-1959,12618,8262,26395,36185,-13777,-27923
"2016/6/1",外資及陸資,173900,86493,161140,73054,12760,13439,271686,121138,184464,35585,87222,85552
"2016/6/2",自營商,281963,40228,290243,42067,-8280,-1839,297864,31618,290152,34340,7712,-2721
"2016/6/2",投信,581,684,1801,2742,-1220,-2058,12710,8364,27701,38301,-14991,-29937
"2016/6/2",外資及陸資,152575,85189,157809,83948,-5234,1241,279023,120919,197636,34291,81387,86628
"2016/6/3",自營商,176660,24890,179775,23370,-3115,1520,312011,32483,307178,33686,4833,-1202
"2016/6/3",投信,1892,1234,2266,1877,-374,-643,12571,8138,27936,38770,-15365,-30632
"2016/6/3",外資及陸資,100562,59281,101746,59606,-1184,-325,285460,119808,205535,33329,79925,86478
"2016/6/4",自營商,103547,13560,102100,12477,1447,1083,313881,32866,307357,33083,6524,-217
"2016/6/4",投信,89,136,717,1211,-628,-1075,12525,8071,28518,39820,-15993,-31749
"2016/6/4",外資及陸資,12858,3434,13388,2886,-530,548,286532,121433,206599,33361,79933,88072
"2016/6/6",自營商,298455,46232,301742,46322,-3287,-90,320805,33671,318422,33979,2383,-308
"2016/6/6",投信,4076,4598,4766,5452,-690,-854,12487,8077,29128,40667,-16641,-32590
"2016/6/6",外資及陸資,156187,94655,158566,90889,-2379,3766,294781,127333,217224,35538,77557,91796
"2016/6/7",自營商,366324,50689,333474,50091,32850,598,364155,35581,328472,35361,35683,220
"2016/6/7",投信,6196,7356,7269,9309,-1073,-1953,12582,8291,30461,43200,-17879,-34908
"2016/6/7",外資及陸資,156606,87843,148905,78941,7701,8902,309787,135660,224462,33450,85325,102210
"2016/6/8",自營商,420439,48681,414105,48277,6334,404,301828,37102,285887,36346,15941,756
"2016/6/8",投信,6497,10313,7622,12238,-1125,-1925,12544,8271,31650,45305,-19106,-37034
"2016/6/8",外資及陸資,179487,97211,180404,96873,-917,338,311032,138322,223682,34993,87350,103329
"2016/6/13",自營商,327499,59455,352285,62735,-24786,-3280,297652,33867,306748,36534,-9096,-2667
"2016/6/13",投信,12057,17038,13646,18969,-1589,-1931,11661,7771,32278,45962,-20617,-38191
"2016/6/13",外資及陸資,209811,145346,234393,157077,-24582,-11731,307387,131833,243953,42266,63434,89567
"2016/6/14",自營商,294955,45013,287561,42400,7394,2613,320159,37691,321323,37527,-1164,164
"2016/6/14",投信,12446,15281,12991,15674,-545,-393,11088,7426,32247,46238,-21159,-38812
"2016/6/14",外資及陸資,163625,117821,166486,111041,-2861,6780,325923,149160,265531,52317,60392,96843
"2016/6/15",自營商,433161,73379,449641,72573,-16480,806,122283,19380,137615,33032,-15332,-13652
"2016/6/15",投信,2629,2104,2627,2710,2,-606,10279,7316,31859,46897,-21580,-39581
"2016/6/15",外資及陸資,192508,101624,210833,103960,-18325,-2336,181005,114950,109049,26262,71956,88688
"2016/6/16",自營商,331998,45736,314009,51377,17989,-5641,199809,19624,197181,38625,2628,-19001
"2016/6/16",投信,1418,1208,2429,2828,-1011,-1620,10599,7283,33154,47857,-22555,-40574
"2016/6/16",外資及陸資,176699,95965,186719,90748,-10020,5217,193123,120510,131244,27900,61879,92610
"2016/6/17",自營商,259868,42380,248205,42273,11663,107,233870,22561,219308,41687,14562,-19126
"2016/6/17",投信,668,843,984,1448,-316,-605,10506,7242,33416,48984,-22910,-41742
"2016/6/17",外資及陸資,139678,86233,131637,73943,8041,12290,204966,132111,135523,25853,69443,106258
"2016/6/20",自營商,257343,34438,274431,35113,-17088,-675,250441,22517,253018,42486,-2577,-19969
"2016/6/20",投信,1716,864,1552,845,164,19,11629,7383,34315,49476,-22686,-42093
"2016/6/20",外資及陸資,127970,74436,134511,79433,-6541,-4997,207930,129919,145348,28341,62582,101578
"2016/6/21",自營商,235403,34277,230000,30716,5403,3561,265464,25283,262214,41734,3250,-16451
"2016/6/21",投信,351,394,162,275,189,119,11944,7744,34441,49924,-22497,-42180
"2016/6/21",外資及陸資,122261,66228,117410,68252,4851,-2024,219756,129705,152042,29344,67714,100361
"2016/6/22",自營商,275241,39648,292402,37706,-17161,1942,178366,22219,222090,36832,-43724,-14613
"2016/6/22",投信,143,243,873,1485,-730,-1242,11889,7657,35116,51076,-23227,-43419
"2016/6/22",外資及陸資,132526,67561,133370,67170,-844,391,223664,130439,139730,29411,83934,101028
"2016/6/23",自營商,160783,21753,166837,21865,-6054,-112,225869,23023,275581,37732,-49712,-14709
"2016/6/23",投信,96,149,600,1015,-504,-866,11884,7630,35615,51920,-23731,-44290
"2016/6/23",外資及陸資,103171,49767,113467,51286,-10296,-1519,244382,130308,170797,30647,73585,99662
"2016/6/24",自營商,645842,110073,654385,114425,-8543,-4352,271336,24587,329413,42975,-58077,-18388
"2016/6/24",投信,1132,1858,2704,4468,-1572,-2610,12423,8278,37726,53756,-25303,-45478
"2016/6/24",外資及陸資,542487,280361,557195,277289,-14708,3072,264336,132284,206016,32869,58320,99416
"2016/6/27",自營商,266004,35906,261639,36217,4365,-311,296657,25909,349892,44747,-53235,-18837
"2016/6/27",投信,924,1487,320,488,604,999,12366,8247,37065,53210,-24699,-44964
"2016/6/27",外資及陸資,170613,92035,180041,83503,-9428,8532,280804,143033,231543,32973,49261,110061
"2016/6/28",自營商,265487,36727,270361,34492,-4874,2235,303318,28484,361714,45184,-58396,-16700
"2016/6/28",投信,531,884,294,490,237,394,12298,8177,36760,53020,-24462,-44843
"2016/6/28",外資及陸資,164361,87871,157435,91538,6926,-3667,280433,138011,224497,31590,55936,106421
"2016/6/29",自營商,394085,52862,362178,51755,31907,1107,222570,24457,240979,40290,-18409,-15832
"2016/6/29",投信,559,943,1367,2002,-808,-1059,12563,8683,37833,54908,-25270,-46225
"2016/6/29",外資及陸資,150346,85577,148943,81397,1403,4180,251735,140975,188762,29200,62973,111775
"2016/6/30",自營商,301409,52768,286552,47176,14857,5592,266585,29184,269203,39423,-2618,-10239
"2016/6/30",投信,446,754,900,1531,-454,-777,12877,9298,38601,56757,-25724,-47459
"2016/6/30",外資及陸資,171139,97780,180480,90749,-9341,7031,260818,149413,206554,28676,54264,120737
"2016/7/1",自營商,298987,45976,279643,46860,19344,-884,287743,30522,271044,41653,16699,-11131
"2016/7/1",投信,379,610,1648,2797,-1269,-2187,12906,9441,39899,59673,-26993,-50232
"2016/7/1",外資及陸資,143478,78973,141695,74118,1783,4855,270124,156528,214182,29258,55942,127270
"2016/7/4",自營商,263401,44692,270413,39537,-7012,5155,294110,32440,283984,38398,10126,-5958
"2016/7/4",投信,378,335,1276,2070,-898,-1735,12806,9282,40697,61298,-27891,-52016
"2016/7/4",外資及陸資,139607,77985,150906,86664,-11299,-8679,270837,147898,225655,29006,45182,118892
"2016/7/5",自營商,210270,33560,211980,35050,-1710,-1490,305054,33803,296699,41117,8355,-7314
"2016/7/5",投信,332,361,721,1094,-389,-733,12901,9294,41181,61912,-28280,-52618
"2016/7/5",外資及陸資,113623,66767,120961,65508,-7338,1259,269195,148340,231416,28476,37779,119864
"2016/7/6",自營商,416408,57791,459237,57822,-42829,-31,235153,29514,267482,36898,-32329,-7384
"2016/7/6",投信,413,412,1743,2847,-1330,-2435,12786,8802,42396,62979,-29610,-54177
"2016/7/6",外資及陸資,213735,110360,239759,121384,-26024,-11024,263539,135569,234246,28709,29293,106860
"2016/7/7",自營商,203702,29430,181053,29913,22649,-483,263030,30525,272706,38381,-9676,-7855
"2016/7/7",投信,929,1586,398,674,531,912,12605,8579,41684,62437,-29079,-53858
"2016/7/7",外資及陸資,115792,73077,115599,63700,193,9377,272132,143885,242378,26206,29754,117679
"2016/7/11",自營商,335601,47830,323316,48021,12285,-191,303502,32440,301047,40664,2455,-8224
"2016/7/11",投信,1744,901,1558,577,186,324,12752,8990,41645,63625,-28893,-54634
"2016/7/11",外資及陸資,145746,87260,150830,89184,-5084,-1924,270919,144878,246014,26625,24905,118254
"2016/7/12",自營商,251046,39972,223682,39260,27364,712,328225,34077,298236,41547,29989,-7471
"2016/7/12",投信,4407,5475,4820,6135,-413,-660,12909,9319,42215,64867,-29306,-55548
"2016/7/12",外資及陸資,129107,73575,119850,69736,9257,3839,285336,150401,250942,27343,34394,123058
"2016/7/13",自營商,407609,55514,412902,56448,-5293,-934,285463,33468,279466,41983,5997,-8515
"2016/7/13",投信,4676,6735,4421,6208,255,527,13482,10343,42533,65476,-29051,-55133
"2016/7/13",外資及陸資,190933,100528,199636,96193,-8703,4335,293771,157737,263183,29319,30588,128418
"2016/7/14",自營商,218686,42553,215950,41982,2736,571,306784,34461,297823,42392,8961,-7931
"2016/7/14",投信,4588,7674,5787,9674,-1199,-2000,13317,10112,43606,67380,-30289,-57268
"2016/7/14",外資及陸資,125482,75675,126992,74170,-1510,1505,297511,162378,268570,32062,28941,130316
"2016/7/15",自營商,310334,50998,288832,53437,21502,-2439,331553,36837,301114,47187,30439,-10349
"2016/7/15",投信,5822,9936,5477,9231,345,705,13304,10170,43248,67389,-29944,-57219
"2016/7/15",外資及陸資,178580,99370,181074,95374,-2494,3996,302533,167614,275916,31639,26617,135975
"2016/7/18",自營商,277492,47661,281667,45460,-4175,2201,345050,37900,319588,46180,25462,-8280
"2016/7/18",投信,14256,23753,13914,22630,342,1123,13150,10198,42752,66885,-29602,-56687
"2016/7/18",外資及陸資,172296,124545,185810,131021,-13514,-6476,300029,160943,286652,29966,13377,130977
"2016/7/19",自營商,326496,57630,336255,52447,-9759,5183,370187,43466,353240,46622,16947,-3156
"2016/7/19",投信,17388,24795,17476,25163,-88,-368,13565,10545,43255,67889,-29690,-57344
"2016/7/19",外資及陸資,207420,151482,214536,157141,-7116,-5659,309699,166231,302808,39774,6891,126458
"2016/7/20",自營商,444912,77870,462294,84553,-17382,-6683,140678,23512,177253,36748,-36575,-13236
"2016/7/20",投信,2546,3264,3202,4181,-656,-917,13233,10412,43686,68572,-30453,-58159
"2016/7/20",外資及陸資,179947,92151,171309,92214,8638,-63,213165,142358,128132,24946,85033,117412
"2016/7/21",自營商,294502,44106,310427,41736,-15925,2370,196259,26931,248681,37949,-52422,-11018
"2016/7/21",投信,380,656,792,1369,-412,-713,13112,10332,43977,69861,-30865,-59529
"2016/7/21",外資及陸資,151224,73464,155837,72370,-4613,1094,232229,147431,152172,27363,80057,120068
"2016/7/22",自營商,237410,33988,256649,36628,-19239,-2640,216110,24141,287828,37507,-71718,-13367
"2016/7/22",投信,214,342,754,678,-540,-336,12934,9950,43986,69436,-31052,-59486
"2016/7/22",外資及陸資,125331,65580,131026,67658,-5695,-2078,236087,141919,161636,24658,74451,117260
"2016/7/25",自營商,428465,64738,458463,61155,-29998,3583,228781,27602,330307,37372,-101526,-9770
"2016/7/25",投信,462,822,1286,2286,-824,-1464,12799,9675,44675,70386,-31876,-60711
"2016/7/25",外資及陸資,223827,111295,236672,111607,-12845,-312,234022,139626,172349,22542,61673,117084
"2016/7/26",自營商,306921,37110,281352,36846,25569,264,256112,28496,331955,38129,-75843,-9633
"2016/7/26",投信,186,325,311,550,-125,-225,12714,9602,44715,71043,-32001,-61441
"2016/7/26",外資及陸資,159220,89475,151076,78506,8144,10969,242651,151068,173144,21745,69507,129323
"2016/7/27",自營商,473527,51362,475748,52883,-2221,-1521,210349,26371,283937,37543,-73588,-11172
"2016/7/27",投信,502,882,770,1364,-268,-482,12645,9460,44914,71487,-32269,-62027
"2016/7/27",外資及陸資,200008,101523,210033,107629,-10025,-6106,236230,147307,179091,24272,57139,123036
"2016/7/28",自營商,274252,35340,259874,36731,14378,-1391,264689,26969,323815,39520,-59126,-12551
"2016/7/28",投信,143,248,690,1235,-547,-987,12648,9448,45464,72458,-32816,-63010
