日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
"2017/3/30",外資及陸資,111904,70735,114114,66366,-2210,4369,303496,165194,264504,49977,38992,115216
"2017/3/31",自營商,223969,30717,229348,33882,-5379,-3165,244697,19315,349989,39481,-105292,-20166
"2017/3/31",投信,35,69,452,889,-417,-820,6177,5106,45120,79757,-38943,-74651
"2017/3/31",外資及陸資,99684,60332,116581,63594,-16897,-3262,300608,164195,278369,52389,22239,111805
"2017/4/5",自營商,415776,65668,382469,54429,33307,11239,222804,29459,294378,38674,-71574,-9215
"2017/4/5",投信,1517,3000,192,291,1325,2709,6431,5768,44049,78781,-37618,-73013
"2017/4/5",外資及陸資,155779,102257,153325,90800,2454,11457,308219,180503,272065,54823,36154,125680
"2017/4/6",自營商,251623,38850,302056,43229,-50433,-4379,227962,25525,349719,38892,-121757,-13367
"2017/4/6",投信,155,305,205,399,-50,-94,6485,5836,44153,78449,-37668,-72613
"2017/4/6",外資及陸資,108963,69222,136572,82702,-27609,-13480,304229,167457,294897,56353,9332,111104
"2017/4/7",自營商,521414,73726,532960,69169,-11546,4557,232852,27720,366072,36474,-133220,-8754
"2017/4/7",投信,360,653,1269,2467,-909,-1814,6181,5217,44758,79393,-38577,-74175
"2017/4/7",外資及陸資,235140,145651,265585,157973,-30445,-12322,300798,152152,321066,53688,-20268,98464
"2017/4/10",自營商,214419,30193,213077,28788,1342,1405,242896,28988,374310,36378,-131414,-7390
"2017/4/10",投信,191,368,104,194,87,174,6178,5214,44668,79320,-38490,-74106
"2017/4/10",外資及陸資,116816,69748,118779,66615,-1963,3133,302904,152955,324844,50491,-21940,102464
"2017/4/11",自營商,380834,57310,376099,63825,4735,-6515,263338,26974,389976,40752,-126638,-13778
"2017/4/11",投信,215,423,475,933,-260,-510,6119,5075,44869,79260,-38750,-74185
"2017/4/11",外資及陸資,164248,104403,181128,105077,-16880,-674,306738,153352,345454,52364,-38716,100987
"2017/4/12",自營商,390729,43344,389802,47685,927,-4341,239995,22452,322531,40581,-82536,-18129
"2017/4/12",投信,115,210,178,334,-63,-124,6083,5004,44896,79296,-38813,-74292
"2017/4/12",外資及陸資,140692,85751,140324,78762,368,6989,311376,158615,324080,50612,-12704,108004
"2017/4/13",自營商,352111,54924,330823,54275,21288,649,276894,27736,337664,45325,-60770,-17589
"2017/4/13",投信,5560,10926,5235,10218,325,708,6147,5142,44635,78968,-38488,-73826
"2017/4/13",外資及陸資,170736,115230,183797,110031,-13061,5199,322283,163207,348143,50066,-25860,113141
"2017/4/14",自營商,423929,75059,465108,74437,-41179,622,259983,24889,363032,41657,-103049,-16768
"2017/4/14",投信,9920,17474,8888,15455,1032,2019,6076,4939,45532,79666,-39456,-74727
"2017/4/14",外資及陸資,192099,100442,225493,118223,-33394,-17781,326819,154310,384239,56886,-57420,97424
"2017/4/17",自營商,352141,66828,359083,64006,-6942,2822,267425,27118,377753,41052,-110328,-13935
"2017/4/17",投信,23850,41100,23989,41337,-139,-237,6006,4806,45601,79820,-39595,-75013
"2017/4/17",外資及陸資,217673,180617,221386,178590,-3713,2027,341374,159384,402693,59848,-61319,99536
"2017/4/18",自營商,268082,53018,281484,45432,-13402,7586,281645,34727,405436,41131,-123791,-6404
"2017/4/18",投信,13376,19125,13249,18865,127,260,6022,4837,45490,79681,-39468,-74843
"2017/4/18",外資及陸資,163178,146298,175476,157848,-12298,-11550,338648,153895,411146,65720,-72498,88175
"2017/4/19",自營商,446524,80887,506664,78009,-60140,2878,174898,20246,254160,30698,-79262,-10453
"2017/4/19",投信,1631,1975,2027,3169,-396,-1194,6298,5059,46129,80254,-39831,-75195
"2017/4/19",外資及陸資,169498,107119,185107,118752,-15609,-11633,226936,129904,209423,48510,17513,81394
"2017/4/20",自營商,259720,31519,256222,32256,3498,-737,216030,20687,291289,31857,-75259,-11169
"2017/4/20",投信,131,252,449,651,-318,-399,6324,5109,46473,80641,-40149,-75532
"2017/4/20",外資及陸資,127924,79937,139729,74629,-11805,5308,231747,132104,226223,45901,5524,86203
"2017/4/21",自營商,288083,41312,270101,38988,17982,2324,248546,26229,306012,34928,-57466,-8699
"2017/4/21",投信,1355,2414,233,190,1122,2224,6276,5317,45303,79283,-39027,-73966
"2017/4/21",外資及陸資,128604,69410,141152,58543,-12548,10867,251327,135958,258546,38518,-7219,97440
"2017/4/24",自營商,319564,40303,322223,41839,-2659,-1536,254958,26574,315049,36944,-60091,-10371
"2017/4/24",投信,789,1537,102,198,687,1339,6508,5769,44848,78467,-38340,-72698
"2017/4/24",外資及陸資,138882,78721,138885,82791,-3,-4070,251944,136334,259341,42862,-7397,93471
"2017/4/25",自營商,431249,54549,392389,48148,38860,6401,303228,34603,324321,38639,-21093,-4037
"2017/4/25",投信,1039,2039,75,147,964,1892,6583,5976,43960,77596,-37377,-71621
"2017/4/25",外資及陸資,154437,102180,149152,84956,5285,17224,263668,148279,265388,36134,-1720,112145
"2017/4/26",自營商,443782,40822,437604,46574,6178,-5752,258076,30159,284356,39942,-26280,-9784
"2017/4/26",投信,701,1381,118,232,583,1149,6611,6043,43405,76717,-36794,-70674
"2017/4/26",外資及陸資,142074,80880,155771,80030,-13697,850,262306,151720,242387,38030,19919,113689
"2017/4/27",自營商,221610,28708,237766,29468,-16156,-760,280539,29739,322987,40434,-42448,-10695
"2017/4/27",投信,163,311,373,503,-210,-192,6607,6032,43611,76870,-37004,-70837
"2017/4/27",外資及陸資,107284,69013,128332,67349,-21048,1664,270778,154562,271546,38949,-768,115613
"2017/4/28",自營商,248287,36255,252088,34049,-3801,2206,296962,30788,343083,39184,-46121,-8396
"2017/4/28",投信,331,653,54,106,277,547,6651,6129,43378,76551,-36727,-70422
"2017/4/28",外資及陸資,124546,79673,131977,76678,-7431,2995,275272,159417,284050,40553,-8778,118864
"2017/5/2",自營商,314950,44326,292920,45030,22030,-704,321328,36168,345285,45234,-23957,-9067
"2017/5/2",投信,717,1425,142,245,575,1180,6702,6309,42854,76087,-36152,-69778
"2017/5/2",外資及陸資,126346,80332,119618,70908,6728,9424,286214,169428,288086,40036,-1872,129392
"2017/5/3",自營商,293286,30640,287299,31590,5987,-950,300169,36630,303535,46657,-3366,-10027
"2017/5/3",投信,419,341,94,149,325,192,6888,6454,42715,76097,-35827,-69643
"2017/5/3",外資及陸資,89719,50247,87396,49386,2323,861,290471,171358,283121,40601,7350,130757
"2017/5/4",自營商,190046,32425,223832,26032,-33786,6393,311083,41611,348255,45236,-37172,-3624
"2017/5/4",投信,50,99,94,187,-44,-88,6868,6427,42739,76312,-35871,-69885
"2017/5/4",外資及陸資,94825,59566,94996,58337,-171,1229,301400,172887,294135,40376,7265,132511
"2017/5/5",自營商,292026,39263,310068,45112,-18042,-5849,317392,34897,372283,44086,-54891,-9189
"2017/5/5",投信,112,157,1298,2349,-1186,-2192,6601,6048,43658,77613,-37057,-71565
"2017/5/5",外資及陸資,89551,69286,112559,75670,-23008,-6384,301622,165260,317592,40417,-15970,124843
"2017/5/8",自營商,278012,38267,280814,34174,-2802,4093,331256,38070,388283,43146,-57027,-5076
"2017/5/8",投信,222,411,388,527,-166,-116,6692,6250,43915,78198,-37223,-71948
"2017/5/8",外資及陸資,97641,70907,96092,73945,1549,-3038,308008,163209,322076,40038,-14068,123171
"2017/5/9",自營商,520266,68259,496259,69950,24007,-1691,364469,39938,397495,46773,-33026,-6835
"2017/5/9",投信,280,558,467,814,-187,-256,6599,6062,44009,78144,-37410,-72082
"2017/5/9",外資及陸資,189485,123456,163300,118375,26185,5081,337087,168786,324768,40511,12319,128275
"2017/5/10",自營商,368405,40426,361183,36699,7222,3727,334409,44551,344556,47536,-10147,-2986
"2017/5/10",投信,752,1391,298,568,454,823,6589,6061,43545,77651,-36956,-71590
"2017/5/10",外資及陸資,110122,70717,107679,67672,2443,3045,344240,172468,314537,39207,29703,133260
"2017/5/11",自營商,321303,53871,341141,45750,-19838,8121,344639,53327,374615,48256,-29976,5070
"2017/5/11",投信,6233,10545,5677,9447,556,1098,6567,6079,42967,76862,-36400,-70782
"2017/5/11",外資及陸資,125792,95559,131220,93696,-5428,1863,341916,175236,317171,38803,24745,136433
"2017/5/12",自營商,203149,28639,223361,31660,-20212,-3021,355232,50370,404794,48415,-49562,1955
"2017/5/12",投信,7443,13299,7579,13191,-136,108,6222,5943,42758,76567,-36536,-70624
"2017/5/12",外資及陸資,90681,76486,92041,76015,-1360,471,342595,175349,319394,38745,23201,136604
"2017/5/15",自營商,292490,52397,273727,50590,18763,1807,372768,53925,401364,48824,-28596,5101
"2017/5/15",投信,22185,42205,22220,42223,-35,-18,6231,5985,42818,76975,-36587,-70989
"2017/5/15",外資及陸資,149175,164846,142855,165405,6320,-559,360364,186350,331749,50056,28615,136294
"2017/5/16",自營商,269354,56926,270370,65356,-1016,-8430,378441,49124,408093,52455,-29652,-3332
"2017/5/16",投信,12056,15696,12093,15756,-37,-60,6174,5867,42798,76879,-36624,-71012
"2017/5/16",外資及陸資,117466,133859,126327,139136,-8861,-5277,359915,184390,340223,53347,19692,131043
"2017/5/17",自營商,383012,65364,373934,66312,9078,-948,202043,26241,239894,38305,-37851,-12064
"2017/5/17",投信,1475,2202,1676,2617,-201,-415,6119,5704,42841,76736,-36722,-71033
"2017/5/17",外資及陸資,111223,91757,126472,89258,-15249,2499,256031,162919,176715,34117,79316,128802
"2017/5/18",自營商,319301,46707,334536,48678,-15235,-1971,246964,29333,300025,43376,-53061,-14044
"2017/5/18",投信,127,252,935,1844,-808,-1592,5782,5026,43312,77455,-37530,-72428
"2017/5/18",外資及陸資,125316,102053,142982,93918,-17666,8135,269754,171713,207808,35037,61946,136676
"2017/5/19",自營商,172046,26353,196262,26851,-24216,-498,267047,28773,344363,43258,-77316,-14484
"2017/5/19",投信,111,221,91,181,20,40,5793,5040,43303,77291,-37510,-72251
"2017/5/19",外資及陸資,71030,53797,86823,62217,-15793,-8420,271357,166210,225087,38200,46270,128010
"2017/5/22",自營商,204746,34651,211266,25991,-6520,8660,283226,36198,367189,42102,-83963,-5903
"2017/5/22",投信,518,1033,650,1297,-132,-264,6031,5535,43673,78355,-37642,-72821
"2017/5/22",外資及陸資,77066,64218,79561,64539,-2495,-321,273267,165344,228951,37016,44316,128328
"2017/5/23",自營商,247899,37863,243929,36630,3970,1233,300655,37906,380553,42608,-79898,-4702
"2017/5/23",投信,138,276,125,250,13,26,5966,5418,43595,78361,-37629,-72943
"2017/5/23",外資及陸資,107118,81137,92253,76266,14865,4871,291367,171061,231864,37582,59503,133479
"2017/5/24",自營商,263711,32209,252540,29882,11171,2327,273481,41013,317557,43459,-44076,-2446
"2017/5/24",投信,50,98,77,154,-27,-56,5973,5442,43629,78628,-37656,-73186
"2017/5/24",外資及陸資,73201,58804,73077,56701,124,2103,292540,174373,224949,38428,67591,135945
"2017/5/25",自營商,300738,41646,309311,42297,-8573,-651,313967,45277,366770,48337,-52803,-3061
"2017/5/25",投信,879,1581,348,408,531,1173,5933,5707,43058,78353,-37125,-72645
"2017/5/25",外資及陸資,100180,81876,91255,69245,8925,12631,312737,190018,235698,40080,77039,149938
"2017/5/26",自營商,257801,34271,270805,39103,-13004,-4832,334140,40795,399830,48646,-65690,-7850
"2017/5/26",投信,61,100,724,733,-663,-633,5857,5525,43645,78706,-37788,-73181
"2017/5/26",外資及陸資,95070,74939,101341,85439,-6271,-10500,315108,181487,244564,42270,70544,139217
"2017/5/31",自營商,273834,42197,285362,42362,-11528,-165,295315,37761,350373,45738,-55058,-7978
"2017/5/31",投信,66,131,1035,2057,-969,-1926,5504,4806,44261,79440,-38757,-74634
"2017/5/31",外資及陸資,95046,79187,106174,93463,-11128,-14276,311519,175270,249499,51327,62020,123942
"2017/6/1",自營商,192006,33759,213050,26312,-21044,7447,315962,42622,391893,43203,-75931,-581
"2017/6/1",投信,707,1296,155,310,552,986,5516,4850,43721,78806,-38205,-73956
"2017/6/1",外資及陸資,72274,64412,73497,67895,-1223,-3483,314375,172406,253138,51323,61237,121083
"2017/6/2",自營商,246299,34608,252777,32303,-6478,2305,329025,46229,411601,44558,-82576,1671
"2017/6/2",投信,991,2007,63,128,928,1879,5958,5773,43235,78318,-37277,-72545
"2017/6/2",外資及陸資,89237,74280,87412,72461,1825,1819,320187,173054,257325,49197,62862,123857
"2017/6/3",自營商,123364,13990,125849,14751,-2485,-761,340676,47027,425621,46097,-84945,931
"2017/6/3",投信,37,74,79,160,-42,-86,5910,5688,43229,78477,-37319,-72789
"2017/6/3",外資及陸資,10152,4544,9857,3508,295,1036,322769,173978,259615,48789,63154,125189
"2017/6/5",自營商,322766,45812,300351,38718,22415,7094,362555,52903,425099,44871,-62544,8032
"2017/6/5",投信,657,1340,182,369,475,971,5901,5692,42745,77849,-36844,-72157
"2017/6/5",外資及陸資,95006,77635,99813,75892,-4807,1743,325014,175635,266808,47931,58206,127704
"2017/6/6",自營商,175121,23897,175273,25167,-152,-1270,363020,52174,425726,45434,-62706,6740
"2017/6/6",投信,64,131,199,358,-135,-227,5803,5532,42782,77791,-36979,-72259
"2017/6/6",外資及陸資,55006,48439,60553,50898,-5547,-2459,324085,174083,271267,49119,52818,124965
"2017/6/7",自營商,348431,43076,341277,46619,7154,-3543,335428,50494,393866,47337,-58438,3157
"2017/6/7",投信,163,332,211,324,-48,8,5889,5715,42916,78010,-37027,-72295
"2017/6/7",外資及陸資,108500,84994,102591,82746,5909,2248,324762,176034,264093,48763,60669,127271
"2017/6/8",自營商,186445,30309,200641,24237,-14196,6072,351898,55247,424432,46080,-72534,9167
"2017/6/8",投信,64,116,18,37,46,79,5919,5793,42899,78159,-36980,-72366
"2017/6/8",外資及陸資,66413,60048,71103,60647,-4690,-599,329609,178334,273493,51289,56116,127044
"2017/6/9",自營商,254143,32998,257378,40951,-3235,-7953,361682,50129,437264,48859,-75582,1271
"2017/6/9",投信,87,131,272,528,-185,-397,5744,5427,42909,78037,-37165,-72610
"2017/6/9",外資及陸資,90489,80322,85182,76923,5307,3399,336428,178930,275233,48841,61195,130089
"2017/6/12",自營商,403547,39891,386288,49370,17259,-9479,413356,46071,471724,54328,-58368,-8256
"2017/6/12",投信,94,163,1532,3046,-1438,-2883,5352,4619,43955,79585,-38603,-74966
"2017/6/12",外資及陸資,100630,92028,122358,92005,-21728,23,339890,181499,300136,52560,39754,128939
"2017/6/13",自營商,275790,43803,285943,41897,-10153,1906,427290,48197,495752,54507,-68462,-6310
"2017/6/13",投信,687,1213,148,173,539,1040,5380,4630,43444,78691,-38064,-74061
"2017/6/13",外資及陸資,80469,70873,83717,74340,-3248,-3467,342118,180284,305724,54574,36394,125709
"2017/6/14",自營商,653546,67157,707792,66994,-54246,163,360221,47272,460079,53408,-99858,-6136
"2017/6/14",投信,2375,4751,2871,5658,-496,-907,5315,4479,43875,78909,-38560,-74431
"2017/6/14",外資及陸資,173041,118626,185340,130444,-12299,-11818,331119,168451,306852,55560,24267,112891
"2017/6/15",自營商,289601,43627,319979,39181,-30378,4446,358094,48629,488307,50355,-130213,-1727
"2017/6/15",投信,5284,9605,5487,9798,-203,-193,5372,4596,44135,79296,-38763,-74700
"2017/6/15",外資及陸資,128019,100595,126446,101323,1573,-728,335755,172827,309911,60522,25844,112306
"2017/6/16",自營商,362579,52560,343638,56642,18941,-4082,384445,50466,495490,56257,-111045,-5791
"2017/6/16",投信,7972,14815,6179,11062,1793,3753,5687,5268,42657,76779,-36970,-71511
"2017/6/16",外資及陸資,138748,121110,129289,112676,9459,8434,341088,172295,305665,50363,35423,121932
"2017/6/19",自營商,389529,64985,363464,62311,26065,2674,416493,53342,501671,56546,-85178,-3204
"2017/6/19",投信,20964,38424,20347,36593,617,1831,5815,5559,42168,75934,-36353,-70375
"2017/6/19",外資及陸資,155428,149460,156325,150026,-897,-566,351911,183667,317354,60941,34557,122726
"2017/6/20",自營商,574256,76924,532534,76779,41722,145,442430,58152,484977,61290,-42547,-3138
"2017/6/20",投信,12819,19725,12529,18797,290,928,5739,5539,41802,75650,-36063,-70111
"2017/6/20",外資及陸資,194749,155301,180641,154786,14108,515,367478,188906,318776,64218,48702,124688
"2017/6/21",自營商,575919,84134,551174,86880,24745,-2746,186217,23874,271935,44483,-85718,-20609
"2017/6/21",投信,1916,1957,1176,1532,740,425,5819,5505,41187,75258,-35368,-69753
"2017/6/21",外資及陸資,191153,140234,182289,132578,8864,7656,236585,176152,130722,43412,105863,132740
"2017/6/22",自營商,278627,40913,302828,36609,-24201,4304,211256,28436,320932,44911,-109676,-16474
"2017/6/22",投信,417,834,76,146,341,688,5826,5556,40853,74994,-35027,-69439
"2017/6/22",外資及陸資,144220,96374,151867,99525,-7647,-3151,248887,176127,150988,45698,97899,130429
"2017/6/23",自營商,203548,29107,223067,34530,-19519,-5423,230976,27943,360110,49789,-129134,-21846
"2017/6/23",投信,905,1809,89,182,816,1627,6133,6138,40344,73839,-34211,-67701
"2017/6/23",外資及陸資,107760,78605,109165,80620,-1405,-2015,254361,173885,158084,45724,96277,128161
"2017/6/26",自營商,591834,83613,574018,71545,17816,12068,285043,42066,395900,52068,-110857,-10002
"2017/6/26",投信,1304,2657,57,94,1247,2563,6174,6335,39138,72589,-32964,-66254
"2017/6/26",外資及陸資,271159,164291,271653,172539,-494,-8248,272137,178295,175993,56012,96144,122283
"2017/6/27",自營商,359206,45851,382855,46068,-23649,-217,296579,43716,431000,53976,-134421,-10260
"2017/6/27",投信,217,450,103,214,114,236,6137,6251,38987,72182,-32850,-65931
"2017/6/27",外資及陸資,134150,97579,142044,108787,-7894,-11208,276584,175036,188504,64166,88080,110869
"2017/6/28",自營商,571868,62253,586700,68820,-14832,-6567,231763,37918,378033,54484,-146270,-16567
"2017/6/28",投信,51,105,741,1521,-690,-1416,5911,5727,39451,72393,-33540,-66667
"2017/6/28",外資及陸資,208041,133742,228217,133575,-20176,167,266449,175099,202436,65490,64013,109608
"2017/6/29",自營商,333802,43757,339135,42547,-5333,1210,265360,38694,416935,54099,-151575,-15405
"2017/6/29",投信,70,139,645,632,-575,-493,5584,5439,39699,72819,-34115,-67381
"2017/6/29",外資及陸資,148316,106172,163598,106129,-15282,43,271333,177624,222667,67592,48666,110032
"2017/6/30",自營商,321738,49342,339526,48052,-17788,1290,281692,39302,451082,53316,-169390,-14013
"2017/6/30",投信,106,202,508,1035,-402,-833,5631,5505,40148,73440,-34517,-67934
"2017/6/30",外資及陸資,157076,112004,167892,116012,-10816,-4008,281366,178036,243371,72349,37995,105687
"2017/7/3",自營商,282723,40912,267123,35084,15600,5828,303429,42867,457387,51036,-153958,-8169
"2017/7/3",投信,88,167,15,30,73,137,5686,5619,40130,73650,-34444,-68030
"2017/7/3",外資及陸資,127887,91856,132418,94796,-4531,-2940,282046,176419,248555,73311,33491,103108
"2017/7/4",自營商,415786,50871,398172,55159,17614,-4288,324025,41528,460676,53807,-136651,-12279
"2017/7/4",投信,69,135,387,791,-318,-656,5692,5586,40454,73791,-34762,-68206
"2017/7/4",外資及陸資,160317,110454,174803,113587,-14486,-3133,287338,174756,268669,75687,18669,99070
"2017/7/5",自營商,628486,70291,618047,68909,10439,1382,261699,40671,401038,51722,-139339,-11052
"2017/7/5",投信,661,1324,263,538,398,786,5689,5610,40053,73593,-34364,-67984
"2017/7/5",外資及陸資,189344,128395,192304,118477,-2960,9918,286721,182545,258118,72470,28603,110075
"2017/7/6",自營商,287290,44370,335439,42891,-48149,1479,280496,42773,468334,52278,-187838,-9506
"2017/7/6",投信,161,328,102,210,59,118,5728,5670,40033,73325,-34305,-67655
"2017/7/6",外資及陸資,143199,103678,161941,116779,-18742,-13101,281639,170180,271947,73608,9692,96573
"2017/7/7",自營商,305538,46202,317507,45562,-11969,640,293862,44265,493795,52969,-199933,-8703
"2017/7/7",投信,0,0,985,1991,-985,-1991,5569,5313,40859,74530,-35290,-69217
"2017/7/7",外資及陸資,151285,93814,161162,100938,-9877,-7124,282953,166391,283252,77551,-299,88840
"2017/7/10",自營商,326447,41880,309831,45487,16616,-3607,316931,42280,500345,54620,-183414,-12340
"2017/7/10",投信,161,307,180,312,-19,-5,5607,5397,40916,74674,-35309,-69277
"2017/7/10",外資及陸資,137636,88340,142218,86597,-4582,1743,285766,168368,290562,77660,-4796,90709
"2017/7/11",自營商,493434,71710,434035,59769,59399,11941,372182,54091,496334,54710,-124152,-619
"2017/7/11",投信,1801,3660,115,173,1686,3487,5870,5995,39493,72691,-33623,-66695
"2017/7/11",外資及陸資,176550,119996,174496,113532,2054,6464,294775,176611,297374,77862,-2599,98749
"2017/7/12",自營商,492207,49986,484917,51697,7290,-1711,290573,50545,422084,52918,-131511,-2374
"2017/7/12",投信,1395,2838,1154,2248,241,590,6115,6520,39497,72603,-33382,-66083
"2017/7/12",外資及陸資,167689,94389,196945,104867,-29256,-10478,285067,170568,319308,82297,-34241,88271
"2017/7/13",自營商,436023,66492,412690,62075,23333,4417,330176,53501,437931,51326,-107755,2175
"2017/7/13",投信,4756,8851,4067,7365,689,1486,6172,6687,38865,71803,-32693,-65116
"2017/7/13",外資及陸資,195069,137913,194408,130801,661,7112,291400,166389,324966,70198,-33566,96191
"2017/7/14",自營商,205480,35569,229030,34876,-23550,693,337598,54378,468756,51499,-131158,2879
"2017/7/14",投信,4931,9225,4929,9129,2,96,6188,6703,38879,71624,-32691,-64920
"2017/7/14",外資及陸資,108074,82293,117748,86131,-9674,-3838,290425,162896,333681,70767,-43256,92129
"2017/7/17",自營商,357423,67908,344568,65378,12855,2530,362330,56610,480539,51150,-118209,5460
"2017/7/17",投信,20699,40524,20623,40003,76,521,6246,6801,38861,71398,-32615,-64597
"2017/7/17",外資及陸資,200569,178022,204552,182027,-3983,-4005,297797,172147,345144,83727,-47347,88420
"2017/7/18",自營商,282809,56723,269603,50985,13206,5738,387715,63618,492805,52497,-105090,11121
"2017/7/18",投信,13149,18727,12913,18221,236,506,6276,6839,38655,71095,-32379,-64255
"2017/7/18",外資及陸資,132964,131991,140215,134120,-7251,-2129,295611,165911,350225,79283,-54614,86628
"2017/7/19",自營商,616388,78942,517955,94333,98433,-15391,195812,27683,233696,45102,-37884,-17419
"2017/7/19",投信,1265,1010,1064,1462,201,-452,6607,7036,38665,71733,-32058,-64697
"2017/7/19",外資及陸資,180571,109641,184402,105546,-3831,4095,213800,148321,186043,48549,27757,99772
"2017/7/20",自營商,213446,33023,248626,32256,-35180,767,219732,28344,292972,45001,-73240,-16657
"2017/7/20",投信,106,220,125,208,-19,12,6653,7171,38730,71897,-32077,-64726
"2017/7/20",外資及陸資,108241,71642,128676,77532,-20435,-5890,220580,144947,213197,50983,7383,93965
"2017/7/21",自營商,235988,36534,266034,38538,-30046,-2004,236048,29193,339471,47704,-103423,-18511
"2017/7/21",投信,5,3,668,1380,-663,-1377,6607,7025,39347,72732,-32740,-65707
"2017/7/21",外資及陸資,110149,74529,122419,80277,-12270,-5748,218882,141339,223576,53794,-4694,87545
"2017/7/24",自營商,289399,35649,261797,36006,27602,-357,274511,29284,350374,48242,-75863,-18958
"2017/7/24",投信,157,324,619,1275,-462,-951,6442,6703,39644,73569,-33202,-66867
"2017/7/24",外資及陸資,120080,85647,116399,74189,3681,11458,226167,149079,226797,49683,-630,99396
"2017/7/25",自營商,249507,37828,259117,30667,-9610,7161,280411,34646,365990,46522,-85579,-11876
"2017/7/25",投信,103,208,119,246,-16,-38,6428,6669,39646,73588,-33218,-66920
"2017/7/25",外資及陸資,118152,72135,126463,81266,-8311,-9131,224171,142667,232765,52325,-8594,90342
"2017/7/26",自營商,453241,62983,458340,65408,-5099,-2425,234831,32408,324143,46647,-89312,-14239
"2017/7/26",投信,750,1548,99,191,651,1357,6708,7214,39275,72581,-32567,-65367
"2017/7/26",外資及陸資,167819,102534,176896,106005,-9077,-3471,224084,143923,232218,57399,-8134,86524
"2017/7/27",自營商,405121,54508,359101,55325,46020,-817,297725,32761,340947,47994,-43222,-15233
"2017/7/27",投信,576,1202,341,194,235,1008,6466,7299,38798,72399,-32332,-65099
"2017/7/27",外資及陸資,152876,106579,143168,88701,9708,17878,241625,160948,240095,55359,1530,105589
"2017/7/28",自營商,308886,55727,366438,51575,-57552,4152,286718,37183,387731,48073,-101013,-10891
"2017/7/28",投信,62,129,1513,2774,-1451,-2645,5959,6211,39742,73278,-33783,-67067
