日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
"2018/4/18",投信,1117,1147,3176,1078,-2059,69,5062,4368,36498,67415,-31436,-63047
"2018/4/18",外資及陸資,258539,173074,255008,164467,3531,8607,196030,146344,151894,61145,44136,85199
"2018/4/19",自營商,293769,52022,266974,51681,26795,341,242406,35493,226787,45404,15619,-9911
"2018/4/19",投信,1060,2324,625,160,435,2164,5248,4829,36249,66423,-31001,-61594
"2018/4/19",外資及陸資,215078,164709,190828,136687,24250,28022,227504,174392,159219,60043,68285,114350
"2018/4/20",自營商,340213,66064,383906,76237,-43693,-10173,263206,24938,292846,44666,-29640,-19728
"2018/4/20",投信,355,352,1401,2340,-1046,-1988,5038,4580,37085,67125,-32047,-62544
"2018/4/20",外資及陸資,237793,171864,281650,223403,-43857,-51539,216855,144669,191922,83574,24933,61095
"2018/4/23",自營商,396966,60193,422950,59790,-25984,403,272964,23662,329332,42784,-56368,-19122
"2018/4/23",投信,139,298,381,814,-242,-516,5081,4639,37370,67146,-32289,-62506
"2018/4/23",外資及陸資,246325,171642,255290,174727,-8965,-3085,216676,140675,200675,83225,16001,57450
"2018/4/24",自營商,521696,69435,548556,72542,-26860,-3107,296719,23515,380603,45515,-83884,-22000
"2018/4/24",投信,147,312,199,422,-52,-110,5108,4670,37449,66678,-32341,-62008
"2018/4/24",外資及陸資,302764,196274,308910,197941,-6146,-1667,220751,135963,210693,80774,10058,55189
"2018/4/25",自營商,609094,78127,638305,70177,-29211,7950,221310,25005,290929,38778,-69619,-13773
"2018/4/25",投信,1466,1431,403,33,1063,1398,5449,5280,34827,65571,-29378,-60291
"2018/4/25",外資及陸資,362425,217085,367086,216195,-4661,890,211455,131931,203121,76091,8334,55839
"2018/4/26",自營商,360766,52648,358368,57853,2398,-5205,258779,23179,325989,41996,-67210,-18817
"2018/4/26",投信,774,1239,685,187,89,1052,5473,5295,34762,64203,-29289,-58908
"2018/4/26",外資及陸資,302905,205448,298953,207107,3952,-1659,249451,130614,237144,76701,12307,53914
"2018/4/27",自營商,291278,44598,281153,43463,10125,1135,281350,22608,338255,40504,-56905,-17896
"2018/4/27",投信,530,1119,1553,211,-1023,908,5479,5350,35791,63827,-30312,-58477
"2018/4/27",外資及陸資,242508,157578,232510,147295,9998,10283,236246,134413,213980,69709,22266,64704
"2018/4/30",自營商,351499,50663,330545,49307,20954,1356,311981,24826,347680,41524,-35699,-16698
"2018/4/30",投信,874,1842,230,106,644,1736,5548,5523,35216,62777,-29668,-57254
"2018/4/30",外資及陸資,243193,152382,246302,155899,-3109,-3517,251117,133699,231963,71940,19154,61759
"2018/5/2",自營商,373897,44891,376964,41754,-3067,3137,252910,24751,314975,38265,-62065,-13514
"2018/5/2",投信,924,1193,533,227,391,966,5569,5581,33846,61627,-28277,-56046
"2018/5/2",外資及陸資,213735,123465,207554,124026,6181,-561,250113,135946,224008,74958,26105,60989
"2018/5/3",自營商,278637,47779,293077,50359,-14440,-2580,279725,26499,356227,42463,-76502,-15964
"2018/5/3",投信,395,641,273,393,122,248,5543,5472,33698,60716,-28155,-55244
"2018/5/3",外資及陸資,219472,160055,226356,167772,-6884,-7717,258819,132063,239571,79349,19248,52714
"2018/5/4",自營商,303195,51782,308613,49261,-5418,2521,291756,25595,374076,39085,-82320,-13490
"2018/5/4",投信,160,251,55,26,105,225,5588,5578,33638,60688,-28050,-55110
"2018/5/4",外資及陸資,257822,179614,257801,179436,21,178,261305,125138,234906,72138,26399,53001
"2018/5/7",自營商,342986,57776,343669,54363,-683,3413,298643,27763,381529,37963,-82886,-10200
"2018/5/7",投信,632,1339,60,127,572,1212,5623,5695,33101,59967,-27478,-54272
"2018/5/7",外資及陸資,235862,151878,236942,155728,-1080,-3850,266756,126216,241447,76678,25309,49538
"2018/5/8",自營商,377352,46800,350072,45040,27280,1760,331851,30840,387285,39381,-55434,-8541
"2018/5/8",投信,360,768,24,51,336,717,5658,5814,32800,59746,-27142,-53932
"2018/5/8",外資及陸資,204685,131111,190319,115308,14366,15803,282928,136588,243263,70855,39665,65732
"2018/5/9",自營商,535874,56051,513050,54707,22824,1344,275946,31682,334189,38941,-58243,-7259
"2018/5/9",投信,1167,872,864,294,303,578,5281,5837,32120,59375,-26839,-53538
"2018/5/9",外資及陸資,240799,152883,231980,142667,8819,10216,283718,143133,236361,66916,47357,76217
"2018/5/10",自營商,230376,46636,226129,42422,4247,4214,295041,37563,348994,40627,-53953,-3063
"2018/5/10",投信,1517,1325,1142,1159,375,166,5433,5495,31897,59163,-26464,-53668
"2018/5/10",外資及陸資,174117,131414,181783,133889,-7666,-2475,284290,143321,244599,69201,39691,74120
"2018/5/11",自營商,320157,56664,289128,61870,31029,-5206,320882,37076,343719,45377,-22837,-8301
"2018/5/11",投信,3803,7059,3540,6523,263,536,5459,5597,31660,59230,-26201,-53632
"2018/5/11",外資及陸資,203279,171468,183554,151866,19725,19602,297289,159569,238005,65119,59284,94450
"2018/5/14",自營商,387338,62791,392027,58263,-4689,4528,338044,40044,365022,43948,-26978,-3904
"2018/5/14",投信,17862,35326,17880,35147,-18,179,5371,5633,31590,59588,-26219,-53955
"2018/5/14",外資及陸資,245740,195149,238736,196400,7004,-1251,310755,166485,244467,72378,66288,94107
"2018/5/15",自營商,402583,71561,422333,73867,-19750,-2306,346947,36698,393827,42787,-46880,-6089
"2018/5/15",投信,12862,21118,13294,21879,-432,-761,5133,5416,31812,59681,-26679,-54265
"2018/5/15",外資及陸資,237589,213540,237388,217674,201,-4134,319885,169588,253233,80349,66652,89239
"2018/5/16",自營商,520214,83558,509919,84237,10295,-679,174615,20265,196298,31720,-21683,-11455
"2018/5/16",投信,1319,1434,1352,1274,-33,160,5230,5404,31424,59431,-26194,-54027
"2018/5/16",外資及陸資,267027,165681,279993,160873,-12966,4808,230427,151775,155420,54552,75007,97223
"2018/5/17",自營商,217927,43369,229269,44080,-11342,-711,193770,23438,226853,35526,-33083,-12089
"2018/5/17",投信,75,114,1111,248,-1036,-134,5197,5253,32427,59117,-27230,-53864
"2018/5/17",外資及陸資,146581,110790,159238,124766,-12657,-13976,232746,144424,170396,61638,62350,82785
"2018/5/18",自營商,216957,36434,215755,39146,1202,-2712,215421,22259,247403,37064,-31982,-14805
"2018/5/18",投信,60,130,448,186,-388,-56,5197,5255,32815,59142,-27618,-53887
"2018/5/18",外資及陸資,145615,110608,149238,107966,-3623,2642,235087,147169,176270,61805,58817,85364
"2018/5/21",自營商,281250,46655,276008,43403,5242,3252,234359,25396,261018,37203,-26659,-11807
"2018/5/21",投信,463,1014,777,91,-314,923,5264,5468,33196,59151,-27932,-53684
"2018/5/21",外資及陸資,146160,115259,140966,106332,5194,8927,241643,157927,177629,62433,64014,95493
"2018/5/22",自營商,307450,49159,325376,44453,-17926,4706,252420,30896,296906,37971,-44486,-7076
"2018/5/22",投信,62,136,606,1324,-544,-1188,5160,5218,33636,59873,-28476,-54655
"2018/5/22",外資及陸資,165592,112366,176407,121962,-10815,-9596,241522,150323,188323,64751,53199,85572
"2018/5/23",自營商,415865,49706,430349,55408,-14484,-5702,209800,26687,251004,39379,-41204,-12692
"2018/5/23",投信,558,414,984,1346,-426,-932,5117,5167,33699,60446,-28582,-55279
"2018/5/23",外資及陸資,211650,137156,216426,134667,-4776,2489,239897,156706,177525,69108,62372,87599
"2018/5/24",自營商,236636,38590,228582,33420,8054,5170,241560,32259,274918,39858,-33358,-7599
"2018/5/24",投信,114,249,374,129,-260,120,5119,5196,33961,60662,-28842,-55466
"2018/5/24",外資及陸資,169202,132332,166975,126270,2227,6062,249785,161687,184821,67525,64964,94163
"2018/5/25",自營商,242239,38306,223748,41376,18491,-3070,269701,31072,284532,41763,-14831,-10691
"2018/5/25",投信,26,57,80,76,-54,-19,5122,5208,34018,60775,-28896,-55567
"2018/5/25",外資及陸資,187906,142690,182141,135556,5765,7134,258902,168896,187983,67470,70919,101425
"2018/5/28",自營商,221654,35970,230829,31637,-9175,4333,276981,35659,300978,42071,-23997,-6412
"2018/5/28",投信,423,929,196,79,227,850,5125,5240,33794,60221,-28669,-54982
"2018/5/28",外資及陸資,138075,110775,144873,114602,-6798,-3827,257991,166472,193870,68416,64121,98056
"2018/5/29",自營商,268816,44591,283301,41658,-14485,2933,287531,38165,326067,41619,-38536,-3454
"2018/5/29",投信,125,273,146,270,-21,3,5019,5029,33709,59736,-28690,-54707
"2018/5/29",外資及陸資,161455,120795,169348,124496,-7893,-3701,256721,161976,200433,68099,56288,93877
"2018/5/30",自營商,490249,63113,563223,74390,-72974,-11277,239149,30342,296629,44875,-57480,-14532
"2018/5/30",投信,523,78,1045,1544,-522,-1466,4924,4777,33896,60183,-28972,-55407
"2018/5/30",外資及陸資,258690,160262,280726,177874,-22036,-17612,252559,156116,208644,81109,43915,75008
"2018/5/31",自營商,254456,44564,251438,42961,3018,1603,268558,30279,323061,43306,-54503,-13028
"2018/5/31",投信,318,691,1,2,317,689,4954,4885,33609,60038,-28655,-55153
"2018/5/31",外資及陸資,177683,147932,174999,138077,2684,9855,260140,160337,213541,74850,46599,85487
"2018/6/1",自營商,271074,43303,241643,41693,29431,1610,297062,32312,322163,43879,-25101,-11567
"2018/6/1",投信,153,300,419,304,-266,-4,4978,4953,33899,60361,-28921,-55408
"2018/6/1",外資及陸資,162744,135761,160102,122846,2642,12915,263057,166510,213810,67605,49247,98904
"2018/6/4",自營商,374765,57344,372129,54315,2636,3029,318715,37417,340881,46209,-22166,-8792
"2018/6/4",投信,330,730,358,367,-28,363,5012,5101,33961,61009,-28949,-55908
"2018/6/4",外資及陸資,163725,118870,152329,108133,11396,10737,277410,181879,216982,70551,60428,111328
"2018/6/5",自營商,356362,45350,371400,45730,-15038,-380,318474,37539,355538,46691,-37064,-9151
"2018/6/5",投信,2293,194,393,870,1900,-676,5005,5084,32054,61591,-27049,-56507
"2018/6/5",外資及陸資,185793,123941,187172,125715,-1379,-1774,278813,178995,219892,69594,58921,109401
"2018/6/6",自營商,565081,62494,493779,67902,71302,-5408,281843,41821,301996,56558,-20153,-14737
"2018/6/6",投信,682,880,882,262,-200,618,4950,5074,31751,61621,-26801,-56546
"2018/6/6",外資及陸資,230097,149622,226231,131916,3866,17706,280082,194549,211968,66014,68114,128535
"2018/6/7",自營商,283907,50988,301483,48642,-17576,2346,299002,40464,336746,52932,-37744,-12468
"2018/6/7",投信,121,271,292,656,-171,-385,4982,5158,31954,62229,-26972,-57071
"2018/6/7",外資及陸資,180907,145550,195760,154595,-14853,-9045,280626,189675,227365,69852,53261,119823
"2018/6/8",自營商,269418,45595,275546,47367,-6128,-1772,314036,40121,357958,54130,-43922,-14009
"2018/6/8",投信,25,50,697,1252,-672,-1202,4933,4991,32577,62739,-27644,-57748
"2018/6/8",外資及陸資,183141,138905,195231,143976,-12090,-5071,283400,184127,242229,70491,41171,113636
"2018/6/11",自營商,289821,39321,299021,42998,-9200,-3677,325204,37837,378340,55537,-53136,-17700
"2018/6/11",投信,6,13,199,443,-193,-430,4807,4715,32644,62909,-27837,-58194
"2018/6/11",外資及陸資,187059,130192,201525,132883,-14466,-2691,287140,183711,260438,72749,26702,110962
"2018/6/12",自營商,410098,59765,430182,59259,-20084,506,343427,37935,416730,55073,-73303,-17138
"2018/6/12",投信,216,72,154,260,62,-188,4726,4625,32501,63067,-27775,-58442
"2018/6/12",外資及陸資,268028,177127,279606,177970,-11578,-843,290348,183401,275245,73197,15103,110204
"2018/6/13",自營商,392517,51907,381455,49069,11062,2838,292602,39086,344145,53430,-51543,-14345
"2018/6/13",投信,405,110,638,80,-233,30,4756,4706,32380,63150,-27624,-58445
"2018/6/13",外資及陸資,223213,126861,232027,128988,-8814,-2127,285134,180859,274601,72606,10533,108254
"2018/6/14",自營商,309200,54458,324974,58798,-15774,-4340,307794,34090,375213,52479,-67419,-18389
"2018/6/14",投信,4216,7921,4785,9005,-569,-1084,4843,4826,33036,63496,-28193,-58669
"2018/6/14",外資及陸資,190460,152043,205929,167549,-15469,-15506,285443,173149,290390,81893,-4947,91255
"2018/6/15",自營商,305160,49520,287259,50507,17901,-987,320108,36086,370232,55684,-50124,-19597
"2018/6/15",投信,14626,30205,14618,29591,8,614,4890,4954,33055,63306,-28165,-58352
"2018/6/15",外資及陸資,227984,206711,233451,202852,-5467,3859,292084,186751,302489,90989,-10405,95762
"2018/6/19",自營商,383383,77000,430760,71618,-47377,5382,324150,37318,422502,51094,-98352,-13776
"2018/6/19",投信,17251,27778,17873,29226,-622,-1448,4657,4299,33446,63117,-28789,-58818
"2018/6/19",外資及陸資,318562,313270,331867,329219,-13305,-15949,294956,179925,318546,101587,-23590,78337
"2018/6/20",自營商,657724,94068,643569,108649,14155,-14581,136050,21528,214553,47239,-78503,-25711
"2018/6/20",投信,1631,2050,1087,1182,544,868,4625,4288,32882,62863,-28257,-58575
"2018/6/20",外資及陸資,324667,215289,322753,209427,1914,5862,175195,154838,146398,73859,28797,80979
"2018/6/21",自營商,201631,39555,214834,38307,-13203,1248,160389,23377,251931,47799,-91542,-24422
"2018/6/21",投信,256,545,226,106,30,439,4655,4331,32882,62295,-28227,-57964
"2018/6/21",外資及陸資,164173,129101,174080,139468,-9907,-10367,178786,151695,159896,81265,18890,70430
"2018/6/22",自營商,279615,41492,287184,48574,-7569,-7082,181337,21669,280524,52969,-99187,-31300
"2018/6/22",投信,585,1196,71,150,514,1046,5217,5456,32930,62100,-27713,-56644
"2018/6/22",外資及陸資,197559,162476,208270,167358,-10711,-4882,182647,151728,174468,86522,8179,65206
"2018/6/25",自營商,239542,41033,241828,36343,-2286,4690,193565,22526,294878,48759,-101313,-26233
"2018/6/25",投信,90,175,101,210,-11,-35,5240,5455,32964,61770,-27724,-56314
"2018/6/25",外資及陸資,166869,130951,175027,133451,-8158,-2500,177295,148036,177253,85853,42,62183
"2018/6/26",自營商,402367,58714,418897,58651,-16530,63,220422,23275,338251,49519,-117829,-26243
"2018/6/26",投信,740,615,116,240,624,375,5478,5859,32578,61829,-27100,-55970
"2018/6/26",外資及陸資,268366,193950,275050,197796,-6684,-3846,181512,146123,188100,87725,-6588,58398
"2018/6/27",自營商,425159,48926,422988,46100,2171,2826,153308,23849,263275,47181,-109967,-23332
"2018/6/27",投信,323,117,636,756,-313,-639,5456,5803,32869,62230,-27413,-56427
"2018/6/27",外資及陸資,217163,144028,226816,142871,-9653,1157,176456,145178,183535,85838,-7079,59340
"2018/6/28",自營商,304214,50850,297730,54299,6484,-3449,201648,23194,305124,49951,-103476,-26757
"2018/6/28",投信,141,256,41,86,100,170,5568,5987,32881,62057,-27313,-56069
"2018/6/28",外資及陸資,241627,192644,256402,197806,-14775,-5162,184474,149624,206328,95589,-21854,54036
"2018/6/29",自營商,342769,49904,313698,47139,29071,2765,237396,26259,311754,50735,-74358,-24476
"2018/6/29",投信,1060,2263,241,1,819,2262,5674,6313,32168,60939,-26494,-54626
"2018/6/29",外資及陸資,230232,186798,222861,172855,7371,13943,196285,159680,210768,90810,-14483,68871
"2018/7/2",自營商,308782,51285,316193,47733,-7411,3552,243500,25282,325222,46204,-81722,-20922
"2018/7/2",投信,53,102,358,777,-305,-675,5592,6065,32391,61020,-26799,-54955
"2018/7/2",外資及陸資,199182,148025,202536,147098,-3354,927,198146,152219,216013,82721,-17867,69498
"2018/7/3",自營商,523154,79429,539862,77019,-16708,2410,257885,27925,356452,46358,-98567,-18433
"2018/7/3",投信,115,239,279,591,-164,-352,5636,6170,32599,61543,-26963,-55373
"2018/7/3",外資及陸資,351820,236769,360855,244706,-9035,-7937,201681,151784,228638,90156,-26957,61628
"2018/7/4",自營商,426253,47300,443038,47314,-16785,-14,189902,27849,295718,46282,-105816,-18433
"2018/7/4",投信,590,306,2284,42,-1694,264,5729,6365,34146,61452,-28417,-55086
"2018/7/4",外資及陸資,248525,144730,243905,147052,4620,-2322,194751,149697,207588,90394,-12837,59303
"2018/7/5",自營商,326979,55145,342571,57565,-15592,-2420,219552,30776,340732,51325,-121180,-20549
"2018/7/5",投信,67,138,638,1342,-571,-1204,5743,6326,34731,62026,-28988,-55700
"2018/7/5",外資及陸資,227984,184226,252636,199837,-24652,-15611,196080,144969,233569,101806,-37489,43162
"2018/7/6",自營商,405491,69733,416545,68153,-11054,1580,244602,30901,376737,50108,-132135,-19207
"2018/7/6",投信,157,318,74,154,83,164,5863,6590,34768,62318,-28905,-55729
"2018/7/6",外資及陸資,317821,246721,325377,239941,-7556,6780,203153,151515,248231,101328,-45078,50187
"2018/7/9",自營商,389472,51480,342775,52655,46697,-1175,279574,30265,365457,50924,-85883,-20658
"2018/7/9",投信,1295,2750,70,149,1225,2601,6040,7041,33720,60820,-27680,-53779
"2018/7/9",外資及陸資,259946,181331,243449,166824,16497,14507,213848,163180,242456,97788,-28608,65391
"2018/7/10",自營商,316500,41474,317048,38967,-548,2507,291624,33084,378210,51367,-86586,-18283
"2018/7/10",投信,2198,611,51,109,2147,502,6202,7389,31735,60894,-25533,-53505
"2018/7/10",外資及陸資,195491,131962,195516,126215,-25,5747,213437,160118,242109,88685,-28672,71434
"2018/7/11",自營商,491174,64921,516201,63490,-25027,1431,215447,32298,309405,48855,-93958,-16557
"2018/7/11",投信,443,379,1180,1142,-737,-763,6276,7464,32546,61265,-26270,-53801
"2018/7/11",外資及陸資,266151,174667,277337,182035,-11186,-7368,203415,154359,232082,90926,-28667,63433
"2018/7/12",自營商,343218,54863,310330,56433,32888,-1570,264176,35572,325298,53960,-61122,-18387
"2018/7/12",投信,1342,2870,534,784,808,2086,6329,7661,31791,60001,-25462,-52340
"2018/7/12",外資及陸資,227709,170950,227417,156661,292,14289,223202,170835,251595,92276,-28393,78559
"2018/7/13",自營商,323615,53400,311459,49959,12156,3441,283899,42817,331517,57995,-47618,-15178
"2018/7/13",投信,6339,12094,5766,10532,573,1562,6411,7908,31300,59222,-24889,-51314
"2018/7/13",外資及陸資,201765,159031,201628,159355,137,-324,227445,174091,255731,95055,-28286,79036
"2018/7/16",自營商,263506,57150,279452,56229,-15946,921,293673,45667,356661,59856,-62988,-14189
"2018/7/16",投信,15603,30775,15661,30501,-58,274,6439,7921,31364,58798,-24925,-50877
"2018/7/16",外資及陸資,216620,216597,217738,216889,-1118,-292,231933,172499,261337,93976,-29404,78523
"2018/7/17",自營商,316804,60447,315044,67067,1760,-6620,292814,38776,355415,59433,-62601,-20657
"2018/7/17",投信,13673,22237,14192,23169,-519,-932,6439,7872,31883,59486,-25444,-51614
"2018/7/17",外資及陸資,254869,249149,264391,254717,-9522,-5568,240259,190296,278680,117638,-38421,72658
"2018/7/18",自營商,523690,85838,481847,94847,41843,-9009,151343,22136,193407,49493,-42064,-27357
"2018/7/18",投信,1880,1923,1916,1907,-36,16,6367,7782,31662,59659,-25295,-51876
"2018/7/18",外資及陸資,255818,172972,248280,153996,7538,18976,176857,161176,144121,76832,32736,84344
"2018/7/19",自營商,243481,46414,242009,45316,1472,1098,180267,24597,220776,50961,-40509,-26364
"2018/7/19",投信,135,266,1219,153,-1084,113,6463,7972,32842,59763,-26379,-51791
"2018/7/19",外資及陸資,185724,153477,184108,147903,1616,5574,192790,167365,158435,77387,34355,89978
"2018/7/20",自營商,388675,67619,366586,66888,22089,731,218023,27908,236465,53798,-18442,-25890
"2018/7/20",投信,679,1457,587,961,92,496,6125,7355,32412,59172,-26287,-51817
"2018/7/20",外資及陸資,290332,233705,274363,218011,15969,15694,212071,188760,161792,82108,50279,106652
"2018/7/23",自營商,295210,50759,302318,46399,-7108,4360,219888,29872,245385,51434,-25497,-21561
"2018/7/23",投信,185,233,2067,1991,-1882,-1758,6188,7335,34357,60913,-28169,-53578
"2018/7/23",外資及陸資,216546,159764,218861,160802,-2315,-1038,211275,185047,163311,79383,47964,105665
"2018/7/24",自營商,261557,38207,274835,34425,-13278,3782,235365,33928,274202,51870,-38837,-17942
"2018/7/24",投信,78,165,62,83,16,82,6217,7437,34370,61125,-28153,-53688
"2018/7/24",外資及陸資,165133,121656,172443,127789,-7310,-6133,211928,179523,171274,79613,40654,99909
"2018/7/25",自營商,324590,34491,322766,36388,1824,-1897,180937,32087,222901,51805,-41964,-19718
"2018/7/25",投信,345,93,674,188,-329,-95,6045,7298,34263,61034,-28218,-53736
"2018/7/25",外資及陸資,183624,118787,180472,112361,3152,6426,211654,182613,161860,76430,49794,106183
