日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2019/01/21,自營商,327197,40660,316687,41112,10510,-452,263229,31333,261643,38727,1586,-7394
2019/01/21,投信,234,462,844,1271,-610,-809,5103,5155,32790,54096,-27687,-48941
2019/01/21,外資及陸資,229732,152145,224702,150904,5030,1241,266427,152836,158727,40736,107700,112100
2019/01/22,自營商,240477,30452,264155,27957,-23678,2495,266169,32737,288136,37603,-21967,-4866
2019/01/22,投信,2086,54,1929,853,157,-799,5099,5115,32629,54704,-27530,-49589
2019/01/22,外資及陸資,168147,98133,170292,97403,-2145,730,269559,151727,164022,39211,105537,112516
2019/01/23,自營商,325336,33737,344451,33187,-19115,550,221616,32381,249584,36668,-27968,-4287
2019/01/23,投信,324,246,910,1439,-586,-1193,5124,5144,33240,55792,-28116,-50648
2019/01/23,外資及陸資,213740,126401,220890,140145,-7150,-13744,255744,140309,158856,41799,96888,98510
2019/01/24,自營商,210559,33696,208501,31285,2058,2411,239510,34327,265788,36226,-26278,-1899
2019/01/24,投信,29,57,35,69,-6,-12,5105,5128,33227,55999,-28122,-50871
2019/01/24,外資及陸資,182987,133794,176642,125461,6345,8333,267466,146492,164236,39232,103230,107260
2019/01/25,自營商,331553,39513,298395,45287,33158,-5774,280486,33916,273920,41580,6566,-7664
2019/01/25,投信,33,66,56,112,-23,-46,5052,5081,33197,56558,-28145,-51477
2019/01/25,外資及陸資,233661,158497,204667,135677,28994,22820,304343,167845,172125,36508,132218,131337
2019/01/28,自營商,234588,26814,244152,26105,-9564,709,288873,35299,292056,42278,-3183,-6979
2019/01/28,投信,1504,11,1913,134,-409,-123,5027,5038,33581,56731,-28554,-51693
2019/01/28,外資及陸資,168232,109124,167949,114152,283,-5028,307036,164780,174535,38245,132501,126535
2019/01/29,自營商,315739,41280,367059,37652,-51320,3628,273246,35763,327852,39069,-54606,-3306
2019/01/29,投信,3,6,1033,2048,-1030,-2042,4987,4929,34571,58328,-29584,-53399
2019/01/29,外資及陸資,215354,132334,238954,149124,-23600,-16790,297106,150397,188205,41509,108901,108888
2019/01/30,自營商,305524,30553,310184,32190,-4660,-1637,219302,33904,269333,38813,-50031,-4909
2019/01/30,投信,289,233,696,335,-407,-102,4992,4946,34983,58454,-29991,-53508
2019/01/30,外資及陸資,175350,101428,182190,105731,-6840,-4303,278443,146069,181025,41445,97418,104624
2019/02/11,自營商,377023,46272,363455,46008,13568,264,224637,34646,265415,39351,-40778,-4705
2019/02/11,投信,451,377,395,446,56,-69,4998,5006,34933,58976,-29935,-53970
2019/02/11,外資及陸資,165126,130132,150065,122430,15061,7702,291483,152498,181478,39405,110005,113093
2019/02/12,自營商,291666,35866,277946,33005,13720,2861,262982,39794,290857,41669,-27875,-1875
2019/02/12,投信,400,720,146,202,254,518,4970,5000,34651,58916,-29681,-53916
2019/02/12,外資及陸資,157840,97073,149878,84715,7962,12358,310619,162763,192679,36246,117940,126517
2019/02/13,自營商,374676,42885,421881,38768,-47205,4117,245610,41865,313626,39651,-68016,2214
2019/02/13,投信,1329,74,1461,342,-132,-268,4994,5058,34807,59241,-29813,-54183
2019/02/13,外資及陸資,204265,110422,210790,122129,-6525,-11707,303638,157060,195891,42231,107747,114829
2019/02/14,自營商,265166,36897,245094,40544,20072,-3647,279009,38882,327718,40308,-48709,-1426
2019/02/14,投信,579,892,599,946,-20,-54,4979,5022,34812,59220,-29833,-54198
2019/02/14,外資及陸資,172731,121328,169739,113601,2992,7727,309873,157672,199227,35220,110646,122452
2019/02/15,自營商,251186,47106,256068,48304,-4882,-1198,289582,38159,343018,40723,-53436,-2564
2019/02/15,投信,9000,16682,9110,17296,-110,-614,4948,4935,34891,59552,-29943,-54617
2019/02/15,外資及陸資,234762,171166,238113,169022,-3351,2144,324927,159296,217632,35207,107295,124089
2019/02/18,自營商,337866,52708,316707,53177,21159,-469,315260,42866,348274,45965,-33014,-3099
2019/02/18,投信,15308,26507,14291,24441,1017,2066,4917,4927,33843,57997,-28926,-53070
2019/02/18,外資及陸資,232624,174761,216245,170619,16379,4142,346111,168468,225128,38944,120983,129524
2019/02/19,自營商,234354,44090,256607,39968,-22253,4122,320234,50579,372062,49579,-51828,1000
2019/02/19,投信,12479,18605,12425,18600,54,5,4967,4928,33839,58038,-28872,-53110
2019/02/19,外資及陸資,180654,161954,184014,159426,-3360,2528,363348,188669,245734,56521,117614,132148
2019/02/20,自營商,532121,76194,475709,84846,56412,-8652,180874,32929,192029,43780,-11155,-10851
2019/02/20,投信,1408,2358,974,1544,434,814,4948,4837,33203,57708,-28255,-52871
2019/02/20,外資及陸資,254145,157237,224438,141691,29707,15546,264417,169156,126801,26519,137616,142637
2019/02/21,自營商,265386,34143,272008,31829,-6622,2314,207610,37970,225435,46599,-17825,-8629
2019/02/21,投信,31,64,13,25,18,39,4950,4876,33187,58105,-28237,-53229
2019/02/21,外資及陸資,172706,113677,179773,113982,-7067,-305,279119,169095,148606,25662,130513,143433
2019/02/22,自營商,214544,29854,234739,26788,-20195,3066,223205,39216,261110,44788,-37905,-5572
2019/02/22,投信,2085,114,2134,36,-49,78,4940,4858,33226,57927,-28286,-53069
2019/02/22,外資及陸資,173906,113030,185552,126644,-11646,-13614,286669,157909,167982,28350,118687,129559
2019/02/25,自營商,360750,40115,349177,41239,11573,-1124,254288,40828,280428,47632,-26140,-6804
2019/02/25,投信,226,469,7,15,219,454,4941,4914,33008,57811,-28067,-52897
2019/02/25,外資及陸資,221776,134260,209885,135130,11891,-870,301187,158441,170882,28974,130305,129467
2019/02/26,自營商,316419,38633,325044,36914,-8625,1719,264490,41317,299093,46342,-34603,-5025
2019/02/26,投信,1,2,450,918,-449,-916,4926,4871,33442,58619,-28516,-53748
2019/02/26,外資及陸資,209278,119905,199852,118274,9426,1631,311331,159777,171758,28885,139573,130892
2019/02/27,自營商,313404,33488,303574,35487,9830,-1999,228538,37931,249547,44818,-21009,-6887
2019/02/27,投信,121,0,433,643,-312,-643,4917,4861,33745,59298,-28828,-54437
2019/02/27,外資及陸資,167487,94505,167535,96151,-48,-1646,297062,162687,152798,33372,144264,129315
2019/03/04,自營商,265895,43763,307100,39372,-41205,4391,242889,37990,305094,40496,-62205,-2506
2019/03/04,投信,0,0,326,672,-326,-672,4908,4831,34062,59667,-29154,-54836
2019/03/04,外資及陸資,218426,144836,251933,163657,-33507,-18821,302697,157461,191888,47577,110809,109884
2019/03/05,自營商,282048,32418,278507,33869,3541,-1451,263484,40510,321786,44424,-58302,-3914
2019/03/05,投信,15,31,630,1295,-615,-1264,4909,4819,34678,60718,-29769,-55899
2019/03/05,外資及陸資,208255,136121,201044,129974,7211,6147,308981,154206,186596,38610,122385,115596
2019/03/06,自營商,358176,37397,339586,40034,18590,-2637,256242,41330,277040,47937,-20798,-6607
2019/03/06,投信,2277,78,2381,6,-104,72,4934,4893,34807,60975,-29873,-56082
2019/03/06,外資及陸資,202195,126104,190114,113916,12081,12188,309920,162002,171243,33653,138677,128349
2019/03/07,自營商,310416,34167,327205,36271,-16789,-2104,297523,42177,335182,50776,-37659,-8599
2019/03/07,投信,0,0,553,1135,-553,-1135,4898,4788,35324,61678,-30426,-56890
2019/03/07,外資及陸資,173575,113125,184190,113139,-10615,-14,323338,160338,195215,32802,128123,127536
2019/03/08,自營商,389234,46514,422410,47660,-33176,-1146,296184,42590,366854,52226,-70670,-9636
2019/03/08,投信,0,0,815,1662,-815,-1662,4886,4717,36127,62940,-31241,-58223
2019/03/08,外資及陸資,247464,160760,253276,167560,-5812,-6800,338294,158487,216048,38545,122246,119942
2019/03/11,自營商,264057,30585,269935,28966,-5878,1619,307748,43373,383980,51457,-76232,-8084
2019/03/11,投信,90,184,21,35,69,149,4870,4710,36042,62926,-31172,-58216
2019/03/11,外資及陸資,190080,116425,189668,119187,412,-2762,344367,158780,221709,41300,122658,117480
2019/03/12,自營商,471976,52326,422814,51510,49162,816,351232,47567,378265,54951,-27033,-7384
2019/03/12,投信,867,1668,78,27,789,1641,4896,4829,35279,62095,-30383,-57266
2019/03/12,外資及陸資,219293,135521,206013,130721,13280,4800,354987,161376,219121,37544,135866,123832
2019/03/13,自營商,428541,45741,438285,40797,-9744,4944,288952,49275,341415,51711,-52463,-2436
2019/03/13,投信,166,27,173,39,-7,-12,4881,4804,35271,62167,-30390,-57363
2019/03/13,外資及陸資,230637,126421,247421,125302,-16784,1119,330333,160159,201043,35001,129290,125158
2019/03/14,自營商,229900,35918,248504,34230,-18604,1688,297229,46977,368836,47744,-71607,-767
2019/03/14,投信,387,778,387,778,0,0,4880,4790,35270,62005,-30390,-57215
2019/03/14,外資及陸資,171451,116447,185363,130108,-13912,-13661,334550,154308,219169,43101,115381,111207
2019/03/15,自營商,389659,50899,351874,53738,37785,-2839,343595,53464,377331,57131,-33736,-3667
2019/03/15,投信,8855,17153,8675,16709,180,444,4887,4840,35097,62032,-30210,-57192
2019/03/15,外資及陸資,227803,165597,215358,154626,12445,10971,362906,172154,235107,49054,127799,123100
2019/03/18,自營商,319981,55012,333562,47716,-13581,7296,349760,55317,398513,51753,-48753,3564
2019/03/18,投信,17234,29448,16956,28802,278,646,4891,4883,34823,61785,-29932,-56902
2019/03/18,外資及陸資,228594,182133,222570,181136,6024,997,379480,185766,245657,60788,133823,124978
2019/03/19,自營商,330908,60078,330641,60736,267,-658,362772,51119,409863,48213,-47091,2906
2019/03/19,投信,12375,18646,12889,19721,-514,-1075,4860,4824,35306,62917,-30446,-58093
2019/03/19,外資及陸資,224903,205336,220494,201983,4409,3353,400277,209491,262045,80886,138232,128605
2019/03/20,自營商,418389,54731,397955,61027,20434,-6296,159728,32218,194840,41731,-35112,-9513
2019/03/20,投信,1306,1595,1267,1598,39,-3,4865,4845,35272,63054,-30407,-58209
2019/03/20,外資及陸資,216679,148385,207672,142202,9007,6183,240239,171855,104694,41768,135545,130087
2019/03/21,自營商,275538,35012,257497,35569,18041,-557,206061,36520,223145,46702,-17084,-10182
2019/03/21,投信,28,59,928,1965,-900,-1906,4841,4827,36148,65361,-31307,-60534
2019/03/21,外資及陸資,182697,120994,163263,106877,19434,14117,267049,186324,115151,41089,151898,145235
2019/03/22,自營商,292436,40391,313449,36616,-21013,3775,207739,38762,245834,45187,-38095,-6425
2019/03/22,投信,51,104,94,12,-43,92,4851,4856,36201,65447,-31350,-60591
2019/03/22,外資及陸資,208841,135499,203114,145515,5727,-10016,276100,178421,118475,42844,157625,135577
2019/03/25,自營商,342246,39100,368728,46440,-26482,-7340,225971,35244,290494,48773,-64523,-13529
2019/03/25,投信,57,119,936,1955,-879,-1836,4813,4691,37042,66112,-32229,-61421
2019/03/25,外資及陸資,228079,139273,259398,147816,-31319,-8543,281442,170126,155136,45437,126306,124689
2019/03/26,自營商,319859,37816,313726,37323,6133,493,237123,36610,295402,49794,-58279,-13184
2019/03/26,投信,333,701,0,0,333,701,4821,4740,36717,65968,-31896,-61228
2019/03/26,外資及陸資,200416,122987,192572,119550,7844,3437,295666,176943,161516,47682,134150,129261
2019/03/27,自營商,368657,39043,373839,36787,-5182,2256,186321,35544,238191,46502,-51870,-10958
2019/03/27,投信,244,38,256,52,-12,-14,4837,4779,36742,65998,-31905,-61219
2019/03/27,外資及陸資,238303,117086,232005,119929,6298,-2843,282606,172632,142425,46232,140181,126400
2019/03/28,自營商,238957,30844,234686,31861,4271,-1017,223250,36595,270853,48539,-47603,-11944
2019/03/28,投信,10,9,23,48,-13,-39,4829,4738,36747,65843,-31918,-61105
2019/03/28,外資及陸資,173085,124032,170636,114302,2449,9730,298604,179179,155974,43386,142630,135793
2019/03/29,自營商,396327,49989,404242,43615,-7915,6374,244155,43406,299656,49171,-55501,-5765
2019/03/29,投信,577,1222,4,8,573,1214,4836,4813,36181,65304,-31345,-60491
2019/03/29,外資及陸資,248800,149105,245237,156150,3563,-7045,334615,179434,188440,49318,146175,130116
2019/04/01,自營商,425048,41558,434499,44820,-9451,-3262,258095,41503,323022,50637,-64927,-9134
2019/04/01,投信,2325,480,2261,135,64,345,4786,4739,36067,65131,-31281,-60392
2019/04/01,外資及陸資,274287,152911,251482,150844,22805,2067,362032,180991,193052,48256,168980,132735
2019/04/02,自營商,282965,27931,272339,28833,10626,-902,284931,42058,339197,52183,-54266,-10125
2019/04/02,投信,220,470,54,115,166,355,4738,4651,35853,64907,-31115,-60256
2019/04/02,外資及陸資,180298,102881,168039,98025,12259,4856,373927,183626,192688,45528,181239,138098
2019/04/03,自營商,354181,37989,350761,37004,3420,985,219624,41202,280799,50418,-61175,-9216
2019/04/03,投信,530,655,249,43,281,612,4686,4623,35520,64356,-30834,-59733
2019/04/03,外資及陸資,195379,117936,202831,119743,-7452,-1807,353443,180275,178573,43740,174870,136535
2019/04/08,自營商,341936,34940,306170,39937,35766,-4997,276559,39778,301954,54096,-25395,-14318
2019/04/08,投信,528,1036,57,0,471,1036,4682,4670,35045,63792,-30363,-59122
2019/04/08,外資及陸資,205790,131209,189351,121836,16439,9373,384189,192160,192880,45188,191309,146972
2019/04/09,自營商,266664,32133,258968,30469,7696,1664,299237,42664,317642,55481,-18405,-12817
2019/04/09,投信,350,698,82,113,268,585,4638,4610,34733,63548,-30095,-58938
2019/04/09,外資及陸資,145509,91310,139397,80920,6112,10390,390201,204793,192780,46289,197421,158504
2019/04/10,自營商,349647,37652,346141,36979,3506,673,253684,38512,298250,50659,-44566,-12147
2019/04/10,投信,219,20,293,178,-74,-158,4555,4440,34724,63632,-30169,-59192
2019/04/10,外資及陸資,182670,93768,191231,101558,-8561,-7790,374416,201073,191207,50032,183209,151041
2019/04/11,自營商,292606,45383,319300,43263,-26694,2120,273679,37197,345171,47130,-71492,-9933
2019/04/11,投信,1,2,46,99,-45,-97,4532,4360,34746,63356,-30214,-58996
2019/04/11,外資及陸資,183999,129306,193799,132689,-9800,-3383,380915,197172,207551,50314,173364,146858
2019/04/12,自營商,225677,32169,225589,34816,88,-2647,290460,37035,361468,49588,-71008,-12553
2019/04/12,投信,6811,13617,6811,13616,0,1,4532,4362,34746,63335,-30214,-58973
2019/04/12,外資及陸資,184279,136137,180879,136072,3400,65,387648,196122,210884,49279,176764,146843
2019/04/15,自營商,276853,58731,252224,56241,24629,2490,302948,43363,348774,53550,-45826,-10187
2019/04/15,投信,17298,35003,17117,34509,181,494,4389,4403,34422,63303,-30033,-58900
2019/04/15,外資及陸資,199878,179340,199711,183376,167,-4036,397564,209214,220639,65304,176925,143910
2019/04/16,自營商,357176,68337,367005,63058,-9829,5279,320665,46646,375944,51667,-55279,-5021
2019/04/16,投信,11965,18658,12009,18695,-44,-37,4355,4359,34432,63551,-30077,-59192
2019/04/16,外資及陸資,222498,196894,225284,198485,-2786,-1591,400541,216520,226424,73542,174117,142978
2019/04/17,自營商,502095,65969,475916,75206,26179,-9237,158917,30550,196072,48562,-37155,-18012
2019/04/17,投信,1567,2241,2849,911,-1282,1330,4407,4301,33566,62539,-29159,-58238
2019/04/17,外資及陸資,230748,152641,219273,143602,11475,9039,248020,189955,99250,39955,148770,150000
2019/04/18,自營商,340637,43087,357733,43056,-17096,31,204239,33779,258267,51635,-54028,-17856
2019/04/18,投信,7,15,424,928,-417,-913,4401,4270,33977,63146,-29576,-58876
2019/04/18,外資及陸資,209387,138944,214962,140799,-5575,-1855,262918,191348,119723,43897,143195,147451
2019/04/19,自營商,307023,34954,319744,37334,-12721,-2380,225328,33954,292007,54234,-66679,-20280
2019/04/19,投信,0,0,203,445,-203,-445,4398,4281,34177,63783,-29779,-59502
2019/04/19,外資及陸資,169415,107142,159535,103999,9880,3143,282219,197565,129144,46551,153075,151014
2019/04/22,自營商,211573,26362,232409,23929,-20836,2433,225382,34964,312844,52744,-87462,-17780
2019/04/22,投信,6,13,0,0,6,13,4398,4268,34171,63791,-29773,-59523
2019/04/22,外資及陸資,119934,70456,122418,78127,-2484,-7671,285047,191972,134456,48557,150591,143415
2019/04/23,自營商,311843,39160,310820,39628,1023,-468,233406,36202,320074,54459,-86668,-18257
2019/04/23,投信,8,18,19,42,-11,-24,4386,4258,34170,64052,-29784,-59794
2019/04/23,外資及陸資,199805,124657,194511,121023,5294,3634,290863,194064,134978,46396,155885,147668
2019/04/24,自營商,376987,49119,406694,43651,-29707,5468,184047,35713,266551,48452,-82504,-12739
2019/04/24,投信,163,9,871,6,-708,3,4388,4262,34180,63981,-29792,-59719
2019/04/24,外資及陸資,200222,118090,211941,133247,-11719,-15157,261808,185174,123893,52825,137915,132349
2019/04/25,自營商,239296,33383,228927,38667,10369,-5284,219068,36503,291178,54588,-72110,-18085
2019/04/25,投信,913,2015,5,11,908,2004,4388,4258,33272,62092,-28884,-57834
2019/04/25,外資及陸資,166932,128917,154256,116140,12676,12777,284577,196814,134080,51381,150497,145433
2019/04/26,自營商,319349,48716,351750,48532,-32401,184,229979,35663,334769,53290,-104790,-17627
2019/04/26,投信,0,0,631,1380,-631,-1380,4366,4172,33881,62875,-29515,-58703
2019/04/26,外資及陸資,223041,144272,257550,163280,-34509,-19008,286727,181795,170739,56770,115988,125025
2019/04/29,自營商,259877,35735,248638,36470,11239,-735,259683,35497,353193,53781,-93510,-18284
2019/04/29,投信,1363,31,1548,112,-185,-81,4371,4186,34071,62963,-29700,-58777
2019/04/29,外資及陸資,192431,121198,178946,115253,13485,5945,303037,184793,173564,53910,129473,130883
2019/04/30,自營商,290232,39216,302114,32703,-11882,6513,265321,38489,370599,50304,-105278,-11815
2019/04/30,投信,0,0,6,13,-6,-13,4369,4187,34075,63075,-29706,-58888
2019/04/30,外資及陸資,183802,114421,181932,110776,1870,3645,310388,187597,179045,52836,131343,134761
2019/05/02,自營商,427210,50575,418601,52792,8609,-2217,213299,36270,296602,50307,-83303,-14037
2019/05/02,投信,504,764,389,1,115,763,4386,4238,33277,62500,-28891,-58262
2019/05/02,外資及陸資,217943,132131,220359,134912,-2416,-2781,296596,187077,165500,54793,131096,132284
2019/05/03,自營商,369243,52737,358505,48679,10738,4058,257329,40561,329928,50722,-72599,-10161
2019/05/03,投信,569,1262,14,31,555,1231,4390,4289,32726,61933,-28336,-57644
2019/05/03,外資及陸資,215770,139129,203427,126666,12343,12463,318609,201649,175170,55317,143439,146332
2019/05/06,自營商,515985,68544,570214,68753,-54229,-209,270423,38453,397172,48518,-126749,-10065
2019/05/06,投信,128,89,1182,2547,-1054,-2458,4354,4101,33744,63015,-29390,-58914
2019/05/06,外資及陸資,302059,163636,331929,192561,-29870,-28925,319049,178127,205480,63724,113569,114403
2019/05/07,自營商,420722,49730,388627,54126,32095,-4396,307611,39622,402114,54247,-94503,-14625
2019/05/07,投信,554,1215,0,0,554,1215,4365,4165,33201,62467,-28836,-58302
2019/05/07,外資及陸資,280766,172052,265905,154369,14861,17683,343534,190910,215158,57464,128376,133446
2019/05/08,自營商,499013,57659,517708,59541,-18695,-1882,222080,33946,328018,50376,-105938,-16430
2019/05/08,投信,163,20,508,589,-345,-569,4358,4121,33539,62577,-29181,-58456
2019/05/08,外資及陸資,369868,197952,366775,206392,3093,-8440,318382,190411,198552,66340,119830,124071
2019/05/09,自營商,363658,71209,404446,68989,-40788,2220,222637,40730,369512,54545,-146875,-13815
2019/05/09,投信,383,533,1044,2082,-661,-1549,4340,4023,34182,63259,-29842,-59236
2019/05/09,外資及陸資,334516,236687,374854,253842,-40338,-17155,316297,184152,236805,78925,79492,105227
2019/05/10,自營商,510716,94548,477294,97948,33422,-3400,281118,43541,394984,60818,-113866,-17277
2019/05/10,投信,9251,18088,9165,18185,86,-97,4328,4010,34084,63323,-29756,-59313
2019/05/10,外資及陸資,573536,433973,582623,414049,-9087,19924,334407,197369,264005,72254,70402,125115
2019/05/13,自營商,433394,72101,456293,77570,-22899,-5469,313099,42961,449685,65247,-136586,-22286
2019/05/13,投信,15447,29754,16069,31277,-622,-1523,4303,3897,34681,63805,-30378,-59908
2019/05/13,外資及陸資,439146,334797,473127,355192,-33981,-20395,357895,209555,319074,106814,38821,102741
2019/05/14,自營商,581285,108147,581263,111977,22,-3830,335335,32154,473006,58297,-137671,-26143
2019/05/14,投信,11306,17154,11151,16836,155,318,4277,3815,34500,63119,-30223,-59304
2019/05/14,外資及陸資,575151,384766,556401,380898,18750,3868,376780,215131,319131,108973,57649,106158
2019/05/15,自營商,544388,88599,549167,77926,-4779,10673,139164,22274,238640,37310,-99476,-15036
2019/05/15,投信,1440,2638,2368,1441,-928,1197,4278,3830,33935,62229,-29657,-58399
2019/05/15,外資及陸資,330233,221653,325918,220354,4315,1299,236434,158058,123932,52233,112502,105825
2019/05/16,自營商,281969,41797,290472,48482,-8503,-6685,183569,26320,291284,47790,-107715,-21470
2019/05/16,投信,43,90,530,1111,-487,-1021,4309,3865,34453,62770,-30144,-58905
2019/05/16,外資及陸資,297975,210928,284338,206321,13637,4607,265902,159106,139763,49731,126139,109375
2019/05/17,自營商,390486,48458,384362,53198,6124,-4740,219221,28081,320819,53871,-101598,-25790
2019/05/17,投信,182,50,409,852,-227,-802,4268,3746,34639,63027,-30371,-59281
2019/05/17,外資及陸資,322203,200600,350867,203852,-28664,-3252,279987,161446,182512,56248,97475,105198
2019/05/20,自營商,307004,42311,308633,45930,-1629,-3619,237938,27929,341070,57402,-103132,-29473
2019/05/20,投信,21,44,106,179,-85,-135,4282,3778,34738,63298,-30456,-59520
2019/05/20,外資及陸資,347150,229748,321765,218590,25385,11158,296388,167427,173525,50913,122863,116514
2019/05/21,自營商,356907,45183,359708,43779,-2801,1404,244290,29488,350039,57743,-105749,-28255
2019/05/21,投信,336,472,98,40,238,432,4341,3920,34559,63306,-30218,-59386
2019/05/21,外資及陸資,335334,217807,343260,221412,-7926,-3605,294534,166368,179597,52943,114937,113425
2019/05/22,自營商,385259,52305,390617,45112,-5358,7193,192372,28006,307310,49079,-114938,-21073
2019/05/22,投信,692,1119,230,0,462,1119,4436,4126,32692,62349,-28256,-58223
2019/05/22,外資及陸資,298764,173182,309003,181473,-10239,-8291,272102,153779,162188,48706,109914,105073
2019/05/23,自營商,306219,48453,335576,47005,-29357,1448,217744,29816,362023,48959,-144279,-19143
2019/05/23,投信,68,134,1150,2372,-1082,-2238,4471,4131,33809,63648,-29338,-59517
2019/05/23,外資及陸資,285770,187062,303877,202887,-18107,-15825,277015,140833,181608,53348,95407,87485
2019/05/24,自營商,270663,35518,248037,39048,22626,-3530,252832,28849,374568,51540,-121736,-22691
2019/05/24,投信,276,534,1901,626,-1625,-92,4476,4154,35439,63943,-30963,-59789
2019/05/24,外資及陸資,293962,189031,278913,177343,15049,11688,294275,142601,183819,43185,110456,99416
2019/05/27,自營商,232115,37459,245943,31982,-13828,5477,252289,30157,387719,47324,-135430,-17167
2019/05/27,投信,170,216,550,1136,-380,-920,4481,4163,35824,64811,-31343,-60648
2019/05/27,外資及陸資,208727,134613,215506,138034,-6779,-3421,295881,140348,192204,44469,103677,95879
2019/05/28,自營商,218242,28030,222475,28013,-4233,17,256821,30319,396484,47502,-139663,-17183
2019/05/28,投信,49,101,0,0,49,101,4518,4243,35812,64835,-31294,-60592
2019/05/28,外資及陸資,161340,92306,163804,94702,-2464,-2396,294911,138062,193698,44502,101213,93560
2019/05/29,自營商,380963,39875,370203,40658,10760,-783,217706,28199,346309,46079,-128603,-17880
2019/05/29,投信,436,584,1526,61,-1090,523,4499,4184,35283,63958,-30784,-59774
2019/05/29,外資及陸資,247646,131523,250645,126434,-2999,5089,284576,144869,180228,46654,104348,98215
2019/05/30,自營商,259392,42823,242964,43122,16428,-299,246164,29758,358305,48082,-112141,-18324
