日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2020/09/28,外資及陸資,274686,202852,269271,205510,5415,-2658,161218,158653,203830,129250,-42612,29403
2020/09/29,自營商,301884,32192,297260,34963,4624,-2771,252357,87395,252699,43407,-342,43988
2020/09/29,投信,410,1007,12,30,398,977,12486,24681,53157,118820,-40671,-94139
2020/09/29,外資及陸資,308546,204868,308384,197759,162,7109,165123,163516,207573,127018,-42450,36498
2020/09/30,自營商,388757,38064,366221,42227,22536,-4163,206637,79900,190390,39721,16247,40179
2020/09/30,投信,792,1951,13,7,779,1944,12505,24829,52397,117425,-39892,-92596
2020/09/30,外資及陸資,340561,217442,327158,201429,13403,16013,158395,174404,194153,121844,-35758,52560
2020/10/05,自營商,225901,31288,234914,28710,-9013,2578,228996,83729,221626,40834,7370,42895
2020/10/05,投信,52,130,13,33,39,97,12506,24940,52359,117846,-39853,-92906
2020/10/05,外資及陸資,237660,193237,246910,204845,-9250,-11608,156765,167974,201758,126751,-44993,41223
2020/10/06,自營商,319390,41808,304320,42519,15070,-711,256726,86332,234293,43699,22433,42633
2020/10/06,投信,1215,3079,0,0,1215,3079,12580,25420,51218,116346,-38638,-90926
2020/10/06,外資及陸資,253477,183866,247956,182016,5521,1850,169001,178100,208464,134414,-39463,43686
2020/10/07,自營商,370822,42021,344708,41367,26114,654,211852,84369,190254,40540,21598,43829
2020/10/07,投信,726,1826,10,0,716,1826,12619,25675,50541,115324,-37922,-89649
2020/10/07,外資及陸資,301044,196931,293388,188101,7656,8830,160274,183872,198142,131132,-37868,52740
2020/10/08,自營商,238267,35374,241022,36175,-2755,-801,235672,87248,216790,43683,18882,43565
2020/10/08,投信,759,1954,0,0,759,1954,12675,26062,49838,114609,-37163,-88547
2020/10/08,外資及陸資,240223,193159,232300,192053,7923,1106,180138,191261,210083,137173,-29945,54088
2020/10/12,自營商,328270,43303,328342,42184,-72,1119,253103,90698,234404,45715,18699,44983
2020/10/12,投信,553,1426,211,543,342,883,12793,26481,49614,114477,-36821,-87996
2020/10/12,外資及陸資,297900,215941,306470,217245,-8570,-1304,180835,190472,219349,137544,-38514,52928
2020/10/13,自營商,303004,40070,321649,38473,-18645,1597,264419,94192,264438,47672,-19,46520
2020/10/13,投信,8,21,625,1614,-617,-1593,12778,26435,50216,115981,-37438,-89546
2020/10/13,外資及陸資,275126,195379,271902,189508,3224,5871,189172,197029,224507,138299,-35335,58730
2020/10/14,自營商,336511,37219,342759,39623,-6248,-2404,225417,91889,215228,47874,10189,44015
2020/10/14,投信,52,108,1347,3448,-1295,-3340,12699,26176,51432,118879,-38733,-92703
2020/10/14,外資及陸資,284846,178981,290354,183625,-5508,-4644,171561,194274,220870,140158,-49309,54116
2020/10/15,自營商,257369,53047,270199,45278,-12830,7769,239178,98951,242753,47330,-3575,51621
2020/10/15,投信,2574,6575,3719,9489,-1145,-2914,12649,25936,52527,121191,-39878,-95255
2020/10/15,外資及陸資,272232,244948,274745,246076,-2513,-1128,179513,193164,231365,140457,-51852,52707
2020/10/16,自營商,248845,45532,250134,47812,-1289,-2280,245676,98895,252308,49938,-6632,48957
2020/10/16,投信,6112,13982,7060,16317,-948,-2335,12614,25667,53440,122572,-40826,-96905
2020/10/16,外資及陸資,298840,255395,304878,262262,-6038,-6867,178297,180661,236187,135023,-57890,45638
2020/10/19,自營商,264882,57561,251831,57154,13051,407,254419,101837,248303,51862,6116,49975
2020/10/19,投信,29924,73276,29106,70962,818,2314,12701,26098,52709,121849,-40008,-95751
2020/10/19,外資及陸資,310296,282097,305304,281125,4992,972,190781,193427,243688,146426,-52907,47001
2020/10/20,自營商,222880,58433,243924,54081,-21044,4352,264417,107497,279380,53387,-14963,54110
2020/10/20,投信,24490,54518,24575,54517,-85,1,12692,25943,52785,121324,-40093,-95381
2020/10/20,外資及陸資,300438,269101,307581,278717,-7143,-9616,193977,192256,253919,154975,-59942,37281
2020/10/21,自營商,356316,65449,333321,70832,22995,-5383,164981,87362,138497,35488,26484,51874
2020/10/21,投信,432,946,986,2495,-554,-1549,12847,26395,51135,123528,-38288,-97133
2020/10/21,外資及陸資,307864,194840,308108,187938,-244,6902,132645,159196,190849,115364,-58204,43832
2020/10/22,自營商,208627,35821,204100,34286,4527,1535,204792,89889,173834,36349,30958,53540
2020/10/22,投信,108,277,1419,54,-1311,223,12953,26722,52552,123848,-39599,-97126
2020/10/22,外資及陸資,239902,205644,232669,193682,7233,11962,153403,175576,204374,119758,-50971,55818
2020/10/23,自營商,182952,27767,191797,26912,-8845,855,215054,91179,192825,36874,22229,54305
2020/10/23,投信,115,295,153,393,-38,-98,12936,26675,52573,123909,-39637,-97234
2020/10/23,外資及陸資,209529,162002,224499,172607,-14970,-10605,150616,167155,216557,121826,-65941,45329
2020/10/26,自營商,220274,34258,209242,39158,11032,-4900,234835,88387,201563,38957,33272,49430
2020/10/26,投信,450,1158,540,1390,-90,-232,13162,27289,52889,124923,-39727,-97634
2020/10/26,外資及陸資,235275,171844,228127,162472,7148,9372,169120,182645,227913,127768,-58793,54877
2020/10/27,自營商,218087,37408,234743,33892,-16656,3516,237838,92213,221191,39460,16647,52753
2020/10/27,投信,83,213,2364,6056,-2281,-5843,11906,23961,53914,127040,-42008,-103079
2020/10/27,外資及陸資,241773,172149,254316,181751,-12543,-9602,167787,178045,235772,133086,-67985,44959
2020/10/28,自營商,276982,39781,304398,40175,-27416,-394,197412,90370,173216,38374,24196,51996
2020/10/28,投信,21,28,1350,3414,-1329,-3386,11857,23715,55194,129657,-43337,-105942
2020/10/28,外資及陸資,240829,155764,242608,156002,-1779,-238,159362,179280,234644,134599,-75282,44681
2020/10/29,自營商,221008,46637,224403,45726,-3395,911,226647,90951,205916,38631,20731,52320
2020/10/29,投信,118,296,1085,2736,-967,-2440,11849,23442,56153,130647,-44304,-107205
2020/10/29,外資及陸資,338037,284298,352057,300445,-14020,-16147,167223,173084,252610,145092,-85387,27992
2020/10/30,自營商,195697,44573,205614,38722,-9917,5851,236886,96868,225945,39470,10941,57398
2020/10/30,投信,13,33,1621,4028,-1608,-3995,11774,22905,57686,132493,-45912,-109588
2020/10/30,外資及陸資,324606,254698,320288,245848,4318,8850,169787,176054,250844,139648,-81057,36406
2020/11/02,自營商,194340,33067,193591,31391,749,1676,241219,97871,229543,38390,11676,59481
2020/11/02,投信,58,145,283,704,-225,-559,11780,23110,57917,134169,-46137,-111059
2020/11/02,外資及陸資,285194,223051,285935,224888,-741,-1837,172661,172363,252464,137274,-79803,35089
2020/11/03,自營商,222765,35341,206092,38551,16673,-3210,259699,99096,230846,42009,28853,57087
2020/11/03,投信,2039,5175,118,298,1921,4877,11936,23815,56152,131493,-44216,-107678
2020/11/03,外資及陸資,248467,181982,242854,171759,5613,10223,183083,184216,257273,138461,-74190,45755
2020/11/04,自營商,484438,62129,463904,57771,20534,4358,211577,101597,173924,38975,37653,62622
2020/11/04,投信,1624,4148,20,26,1604,4122,12259,24982,54871,130073,-42612,-105091
2020/11/04,外資及陸資,435848,280569,428125,273444,7723,7125,176760,194958,245958,141536,-69198,53422
2020/11/05,自營商,232637,39167,225734,40975,6903,-1808,235046,102991,190517,42098,44529,60893
2020/11/05,投信,418,1043,69,172,349,871,12575,25832,54838,130254,-42263,-104422
2020/11/05,外資及陸資,275351,237600,260091,227156,15260,10444,191400,205529,248638,141537,-57238,63992
2020/11/06,自營商,233358,35605,218317,42236,15041,-6631,264283,101878,204675,47426,59608,54452
2020/11/06,投信,728,1884,56,145,672,1739,12768,26423,54359,129484,-41591,-103061
2020/11/06,外資及陸資,267254,208413,243491,196976,23763,11437,207785,216612,251031,140979,-43246,75633
2020/11/09,自營商,352556,51011,350145,50856,2411,155,290149,102683,228165,47294,61984,55389
2020/11/09,投信,2126,5581,20,52,2106,5529,13281,28162,52766,127192,-39485,-99030
2020/11/09,外資及陸資,317211,237320,314713,244431,2498,-7111,225180,228912,265928,159273,-40748,69639
2020/11/10,自營商,412129,59758,420835,57752,-8706,2006,314194,103299,260911,46231,53283,57068
2020/11/10,投信,410,1072,590,1543,-180,-471,13421,28399,53086,127480,-39665,-99081
2020/11/10,外資及陸資,431141,298641,442868,303114,-11727,-4473,220250,219710,272698,154489,-52448,65221
2020/11/11,自營商,536174,59124,491172,54953,45002,4171,249590,107069,201816,44763,47774,62306
2020/11/11,投信,2173,5738,27,45,2146,5693,13724,29603,51243,124447,-37519,-94844
2020/11/11,外資及陸資,371000,240923,375848,246506,-4848,-5583,213759,223586,271236,162742,-57477,60844
2020/11/12,自營商,221304,42463,219832,45486,1472,-3023,259280,100270,210114,41008,49166,59262
2020/11/12,投信,2241,5719,2267,5786,-26,-67,13670,29379,51215,124045,-37545,-94666
2020/11/12,外資及陸資,270647,226301,265651,217980,4996,8321,223078,228034,275565,159279,-52487,68755
2020/11/13,自營商,229665,34582,240628,31273,-10963,3309,264729,100034,223981,37138,40748,62896
2020/11/13,投信,6459,14698,5370,12441,1089,2257,13483,28994,49939,121813,-36456,-92819
2020/11/13,外資及陸資,249488,209118,247613,215230,1875,-6112,229485,231933,280097,169053,-50612,62880
2020/11/16,自營商,386357,62061,373514,60507,12843,1554,284620,105073,231377,39014,53243,66059
2020/11/16,投信,29858,77084,26939,68976,2919,8108,13739,30278,47276,117058,-33537,-86779
2020/11/16,外資及陸資,355925,323399,356591,340440,-666,-17041,247582,234921,298837,187775,-51255,47146
2020/11/17,自營商,390342,76664,409398,69329,-19056,7335,299739,109213,265521,35465,34218,73748
2020/11/17,投信,26747,61846,25586,57817,1161,4029,14187,31599,46563,114756,-32376,-83157
2020/11/17,外資及陸資,478137,392986,474543,404511,3594,-11525,266026,240706,313684,204734,-47658,35972
2020/11/18,自營商,534966,68127,495099,73331,39867,-5204,186662,93654,128402,27138,58260,66516
2020/11/18,投信,1401,3645,146,369,1255,3276,14229,32031,44989,112728,-30760,-80697
2020/11/18,外資及陸資,379600,241936,378217,236120,1383,5816,147368,199900,205034,157365,-57666,42535
2020/11/19,自營商,220853,32460,239036,30907,-18183,1553,207056,95175,166574,27045,40482,68130
2020/11/19,投信,733,1999,153,373,580,1626,14159,31925,44339,111135,-30180,-79210
2020/11/19,外資及陸資,250226,219633,263175,231264,-12949,-11631,152508,193282,222184,161849,-69676,31433
2020/11/20,自營商,213131,25849,220745,26438,-7614,-589,222374,95091,189698,27583,32676,67508
2020/11/20,投信,1212,3328,2,5,1210,3323,14167,31928,43137,107756,-28970,-75828
2020/11/20,外資及陸資,228711,188684,235970,195329,-7259,-6645,157140,187665,234042,162914,-76902,24751
2020/11/23,自營商,295014,36457,305563,35690,-10549,767,238078,98725,214124,29854,23954,68871
2020/11/23,投信,1569,3884,10,28,1559,3856,14575,32923,41986,105677,-27411,-72754
2020/11/23,外資及陸資,239717,181910,247379,200412,-7662,-18502,159613,175431,241749,166808,-82136,8623
2020/11/24,自營商,305324,34694,316930,37614,-11606,-2920,247712,100479,234974,34867,12738,65612
2020/11/24,投信,504,1380,744,387,-240,993,14503,32548,42154,103917,-27651,-71369
2020/11/24,外資及陸資,263253,190733,269635,190843,-6382,-110,159617,174764,248135,166377,-88518,8387
2020/11/25,自營商,524026,52318,529098,57931,-5072,-5613,218512,98599,186511,39118,32001,59481
2020/11/25,投信,1199,3262,162,418,1037,2844,14376,31986,40990,100057,-26614,-68071
2020/11/25,外資及陸資,359076,232596,358655,230236,421,2360,149926,185258,236038,174374,-86112,10884
2020/11/26,自營商,283260,35804,275677,36045,7583,-241,251855,101842,212280,42133,39575,59709
2020/11/26,投信,1944,5213,67,149,1877,5064,14632,32857,39369,96496,-24737,-63639
2020/11/26,外資及陸資,241372,191342,242243,201249,-871,-9907,169542,191017,256525,189895,-86983,1122
2020/11/27,自營商,250447,32736,243740,31127,6707,1609,282746,105992,236443,44593,46303,61399
2020/11/27,投信,199,552,17,47,182,505,14628,32938,39183,96240,-24555,-63302
2020/11/27,外資及陸資,217073,181861,219644,177658,-2571,4203,178229,192578,267783,187199,-89554,5379
2020/11/30,自營商,374376,53674,405601,46522,-31225,7152,291368,110806,277041,43089,14327,67717
2020/11/30,投信,163,452,587,1611,-424,-1159,14584,32441,39563,96168,-24979,-63727
2020/11/30,外資及陸資,357805,265897,371521,281214,-13716,-15317,179897,185713,280404,196066,-100507,-10353
2020/12/01,自營商,338594,35881,340229,38778,-1635,-2897,298299,110501,285694,44903,12605,65598
2020/12/01,投信,1741,4615,55,152,1686,4463,14785,33160,38078,93149,-23293,-59989
2020/12/01,外資及陸資,307523,207635,309264,216150,-1741,-8515,184093,187875,286341,206905,-102248,-19030
2020/12/02,自營商,503114,47137,475105,46357,28009,780,245581,108250,233099,41240,12482,67010
2020/12/02,投信,1201,3021,154,393,1047,2628,14949,33521,37195,91238,-22246,-57717
2020/12/02,外資及陸資,403152,235932,401382,229546,1770,6386,185765,194203,287967,207136,-102202,-12933
2020/12/03,自營商,263457,37572,268525,35874,-5068,1698,263286,111998,255886,43170,7400,68828
2020/12/03,投信,539,1062,68,187,471,875,15232,33931,37007,90886,-21775,-56955
2020/12/03,外資及陸資,287766,246509,290445,246550,-2679,-41,191802,188917,296683,201878,-104881,-12961
2020/12/04,自營商,306999,52531,314036,51770,-7037,761,286948,120717,287121,50436,-173,70281
2020/12/04,投信,1746,4403,686,1912,1060,2491,15495,34537,36210,89629,-20715,-55092
2020/12/04,外資及陸資,283266,229841,286414,234183,-3148,-4342,209094,203490,317123,220792,-108029,-17302
2020/12/07,自營商,375181,47710,373909,43105,1272,4605,303072,127274,302367,51809,705,75465
2020/12/07,投信,611,1290,42,119,569,1171,15786,35137,35932,89413,-20146,-54276
2020/12/07,外資及陸資,385457,252862,405896,269250,-20439,-16388,207497,190831,335966,224936,-128469,-34105
2020/12/08,自營商,408325,45065,393824,45956,14501,-891,326183,131019,311113,55736,15070,75283
2020/12/08,投信,1638,4176,542,1544,1096,2632,16231,36206,35281,88321,-19050,-52115
2020/12/08,外資及陸資,335475,234272,341269,237275,-5794,-3003,215796,191272,350056,228723,-134260,-37451
2020/12/09,自營商,439107,45535,435426,41100,3681,4435,268516,130176,277516,50276,-9000,79900
2020/12/09,投信,1087,2990,484,1262,603,1728,16369,36712,34856,87421,-18487,-50709
2020/12/09,外資及陸資,393598,211499,410886,230026,-17288,-18527,201125,185086,352798,241437,-151673,-56351
2020/12/10,自營商,301378,48477,307178,48549,-5800,-72,301925,134130,316933,55129,-15008,79001
2020/12/10,投信,570,1537,1045,2919,-475,-1382,16579,36869,35541,88387,-18962,-51518
2020/12/10,外資及陸資,375327,295614,378755,295941,-3428,-327,210616,184198,363311,240103,-152695,-55905
2020/12/11,自營商,382688,63134,385477,59587,-2789,3547,308136,138319,325943,55635,-17807,82684
2020/12/11,投信,9230,22151,9351,22421,-121,-270,16410,36339,35493,88132,-19083,-51793
2020/12/11,外資及陸資,521555,380251,522777,381805,-1222,-1554,214160,182787,368077,240135,-153917,-57348
2020/12/14,自營商,281887,50169,281364,46893,523,3276,324752,141438,342068,55813,-17316,85625
2020/12/14,投信,20063,52971,20113,52891,-50,80,16580,36598,35713,88167,-19133,-51569
2020/12/14,外資及陸資,426906,342117,447976,356014,-21070,-13897,207571,171010,382543,242004,-174972,-70994
2020/12/15,自營商,437937,85377,435584,83580,2353,1797,325121,140297,340178,53347,-15057,86950
2020/12/15,投信,19964,46192,20132,46477,-168,-285,17261,38153,36562,89646,-19301,-51493
2020/12/15,外資及陸資,492478,402541,489796,387884,2682,14657,217047,186264,389334,241863,-172287,-55599
2020/12/16,自營商,530733,67395,464408,80155,66325,-12760,193699,107820,150476,32978,43223,74842
2020/12/16,投信,1770,4732,96,238,1674,4494,17762,40098,33864,87869,-16102,-47771
2020/12/16,外資及陸資,365669,238237,365797,233100,-128,5137,94300,144494,284081,204887,-189781,-60393
2020/12/17,自營商,214681,35157,228728,30747,-14047,4410,220445,111029,191315,31836,29130,79193
2020/12/17,投信,115,325,336,952,-221,-627,17573,39554,33896,87934,-16323,-48380
2020/12/17,外資及陸資,269379,224241,287457,240344,-18078,-16103,99698,139579,307527,215978,-207829,-76399
2020/12/18,自營商,173111,20892,156857,22797,16254,-1905,245206,110603,199721,33567,45485,77036
2020/12/18,投信,10,28,78,195,-68,-167,17508,39254,33899,87632,-16391,-48378
2020/12/18,外資及陸資,211593,177432,214437,176698,-2844,734,109484,145691,320157,221116,-210673,-75425
2020/12/21,自營商,344638,40540,339510,38278,5128,2262,260492,113686,209674,33341,50818,80345
2020/12/21,投信,754,2157,1687,252,-933,1905,17664,40179,34988,87251,-17324,-47072
2020/12/21,外資及陸資,327739,267408,329458,259149,-1719,8259,121202,155158,333594,223128,-212392,-67970
2020/12/22,自營商,412295,45909,423671,48080,-11376,-2171,262560,112629,223154,35912,39406,76717
2020/12/22,投信,101,288,1049,2949,-948,-2661,17523,39053,35795,87923,-18272,-48870
2020/12/22,外資及陸資,498100,340936,518781,350841,-20681,-9905,117035,144577,350109,220813,-233074,-76236
2020/12/23,自營商,480166,35498,468697,37218,11469,-1720,228641,111283,183229,35906,45412,75377
2020/12/23,投信,786,2190,68,123,718,2067,17631,39583,35185,86621,-17554,-47038
2020/12/23,外資及陸資,392723,259193,385668,261060,7055,-1867,117231,140229,337866,219105,-220635,-78876
2020/12/24,自營商,212928,26873,208872,27641,4056,-768,250616,111719,198902,36434,51714,75285
2020/12/24,投信,348,991,4,2,344,989,17743,40258,34953,86735,-17210,-46477
2020/12/24,外資及陸資,240607,211828,232786,203466,7821,8362,132135,147608,343405,218547,-211270,-70939
2020/12/25,自營商,215025,30472,224814,26977,-9789,3495,259803,115646,217920,36473,41883,79173
2020/12/25,投信,409,1171,67,192,342,979,17726,40392,34594,86092,-16868,-45700
2020/12/25,外資及陸資,199766,148543,201990,153409,-2224,-4866,137904,145924,351344,222334,-213440,-76410
2020/12/28,自營商,223713,28256,241497,26188,-17784,2068,266386,119479,242326,37488,24060,81991
2020/12/28,投信,670,1865,52,150,618,1715,17775,40897,34025,85305,-16250,-44408
2020/12/28,外資及陸資,184390,138319,190844,146493,-6454,-8174,141119,148043,357335,233684,-216216,-85641
2020/12/29,自營商,285103,33010,297250,30486,-12147,2524,279108,120573,267195,35943,11913,84630
2020/12/29,投信,72,208,57,164,15,44,17788,40988,34023,85421,-16235,-44433
2020/12/29,外資及陸資,258472,168985,262134,170770,-3662,-1785,144664,149694,364613,237149,-219949,-87455
2020/12/30,自營商,419410,34880,378204,39741,41206,-4861,226391,116448,208727,35031,17664,81417
2020/12/30,投信,910,2634,15,12,895,2622,17914,41871,33254,84234,-15340,-42363
2020/12/30,外資及陸資,278661,191831,271840,178681,6821,13150,143994,170355,358268,245498,-214274,-75143
2020/12/31,自營商,205760,34610,223873,29322,-18113,5288,237106,121841,236798,34769,308,87072
2020/12/31,投信,1177,3455,41,115,1136,3340,17934,42063,32138,81201,-14204,-39138
2020/12/31,外資及陸資,254770,197750,266825,209511,-12055,-11761,153344,166075,379686,253446,-226342,-87371
2021/01/04,自營商,344804,56388,333045,52889,11759,3499,271883,128758,259760,36858,12123,91900
2021/01/04,投信,1074,3194,38,113,1036,3081,18106,43148,31274,79725,-13168,-36577
2021/01/04,外資及陸資,341526,269214,340748,273586,778,-4372,167899,168829,393463,262299,-225564,-93470
2021/01/05,自營商,363205,58327,366219,55066,-3014,3261,280552,133714,271238,37785,9314,95929
2021/01/05,投信,140,382,201,599,-61,-217,18113,43437,31342,80489,-13229,-37052
2021/01/05,外資及陸資,403323,309703,406681,311779,-3358,-2076,172745,170736,401667,267314,-228922,-96578
2021/01/06,自營商,827013,107921,844530,108377,-17517,-456,252178,136635,250591,41466,1587,95169
2021/01/06,投信,356,1035,237,680,119,355,18154,43420,31264,79957,-13110,-36537
2021/01/06,外資及陸資,737371,507579,727764,509041,9607,-1462,178108,170625,404181,268148,-226073,-97523
2021/01/07,自營商,352238,73745,349271,69202,2967,4543,283367,142767,279067,41040,4300,101727
2021/01/07,投信,1445,4394,291,884,1154,3510,18208,44517,30164,78325,-11956,-33808
2021/01/07,外資及陸資,432320,370138,413209,372324,19111,-2186,207520,180041,414488,281215,-206968,-101174
2021/01/08,自營商,356387,68633,361281,71903,-4894,-3270,295721,143448,296275,43354,-554,100094
2021/01/08,投信,978,3019,176,539,802,2480,18234,45259,29388,77107,-11154,-31848
2021/01/08,外資及陸資,457979,410829,473521,419976,-15542,-9147,217914,190746,440424,302736,-222510,-111990
2021/01/11,自營商,329944,66539,333062,63816,-3118,2723,313927,150307,317809,46835,-3882,103472
2021/01/11,投信,49,149,1,0,48,149,18257,45569,29363,77443,-11106,-31874
2021/01/11,外資及陸資,443425,394065,446399,403996,-2974,-9931,225459,187586,447505,310727,-222046,-123141
2021/01/12,自營商,419479,70498,420731,71589,-1252,-1091,324785,154377,329810,52065,-5025,102312
2021/01/12,投信,4,12,85,263,-81,-251,18183,45255,29370,77280,-11187,-32025
2021/01/12,外資及陸資,502020,441997,500901,442180,1119,-183,238101,195555,456895,318216,-218794,-122661
2021/01/13,自營商,655860,79237,615952,78219,39908,1018,268895,154634,282545,49392,-13650,105242
2021/01/13,投信,922,2877,130,376,792,2501,18313,46464,28708,76567,-10395,-30103
2021/01/13,外資及陸資,478971,360337,464678,367001,14293,-6664,229937,203838,437838,335287,-207901,-131449
2021/01/14,自營商,218772,60093,246637,57395,-27865,2698,297871,162393,339378,54862,-41507,107531
2021/01/14,投信,1089,3423,1314,4116,-225,-693,18330,46397,28950,77132,-10620,-30735
2021/01/14,外資及陸資,379025,342367,405123,368348,-26098,-25981,228041,186455,458443,343717,-230402,-157262
2021/01/15,自營商,491413,105887,489301,109793,2112,-3906,319764,157304,359572,53926,-39808,103378
2021/01/15,投信,3307,8533,3153,8020,154,513,18269,46041,28735,76080,-10466,-30039
2021/01/15,外資及陸資,727688,678486,726916,663913,772,14573,235124,176955,464733,318641,-229609,-141686
2021/01/18,自營商,469259,96519,473902,91949,-4643,4570,315912,159752,361049,51699,-45137,108053
2021/01/18,投信,20055,56436,20238,56953,-183,-517,18178,45705,28817,76197,-10639,-30492
2021/01/18,外資及陸資,699881,595750,699744,606172,137,-10422,245163,186206,474635,338534,-229472,-152328
2021/01/19,自營商,471764,94812,450631,94770,21133,42,342756,159024,366771,48864,-24015,110160
2021/01/19,投信,21391,55585,20377,52447,1014,3138,18478,47333,28103,75270,-9625,-27937
2021/01/19,外資及陸資,556674,500529,555247,507157,1427,-6628,238977,159854,467016,321605,-228039,-161751
2021/01/20,自營商,625758,116928,637300,117878,-11542,-950,187020,120811,171320,33597,15700,87214
2021/01/20,投信,263,596,735,2292,-472,-1696,18357,46695,26926,76105,-8569,-29410
2021/01/20,外資及陸資,732356,511216,742253,508155,-9897,3061,108672,128290,322890,246118,-214218,-117828
2021/01/21,自營商,413490,80804,421792,77321,-8302,3483,233951,127829,226694,34618,7257,93211
2021/01/21,投信,1612,5182,2897,1286,-1285,3896,18292,47684,28146,73943,-9854,-26259
2021/01/21,外資及陸資,556486,527501,553387,537354,3099,-9853,133140,121965,340661,253192,-207521,-131227
2021/01/22,自營商,259904,58424,277122,57963,-17218,461,252501,130449,262435,37925,-9934,92524
2021/01/22,投信,666,1667,730,2298,-64,-631,18566,47951,28484,74566,-9918,-26615
2021/01/22,外資及陸資,417271,404374,437216,434712,-19945,-30338,140798,118378,365864,278862,-225066,-160484
